Standard name,Common name,Type,Sc ortholog,Sc ortholog gene name,Sc SGDID,Essential in Sc,Sc synthetic lethals,Sc fitness,Hits,Reads,Length,Insertion index,Neighborhood index,Reads NI,Max free region,Freedom index,Logit FI,Kornmann FI,Domain ratio,Hits in domains,Reads in domains,Domain coverage
GWK60_A00011,EPA19,ORF,,,,,,,0,0,13698,0.0,0.0,0.0,13698,1.0,1.0,0.0,0.43371295079573663,0,0,5941
GWK60_A00033,EPA24,ORF,,,,,,,0,0,2109,0.0,0.0,0.0,2109,1.0,0.9999999948794296,0.0,0.3276434329065908,0,0,691
GWK60_A00055,GWK60_A00055,ORF,,,,,,,0,0,840,0.0,0.0,0.0,840,1.0,0.9983411989198255,0.0,0.0,0,0,0
GWK60_A00077,GWK60_A00077,ORF,YGL023C,PIB2,S000002991,,,0.8708,0,0,2271,0.0,0.0,0.0,2271,1.0,0.9999999989866457,0.0,0.7217084984588287,0,0,1639
GWK60_A00099,GWK60_A00099,ORF,YGL022W,STT3,S000002990,,,,3,205,2181,0.001375515818431912,0.1888583218707015,0.0380556897660528,1298,0.5951398441082072,0.5951398426248514,0.0,0.948188904172398,2,2,2068
GWK60_A00121,GWK60_A00121,ORF,YBL009W,ALK2,S000000105,,No,1.0150,6,1314,2382,0.0025188916876574307,0.19298201860488315,0.09376525062651372,1102,0.4626364399664148,0.4626364398119127,0.10678225927629689,0.8014273719563392,3,441,1909
GWK60_A00143,GWK60_A00143,ORF,YGL020C,GET1,S000002988,,,0.9325,4,1095,672,0.005952380952380952,0.3075194363459669,0.18268734202642725,161,0.23958333333333334,0.23746627905631273,0.0,0.8720238095238095,4,1095,586
GWK60_A00165,GWK60_A00165,ORF,YGL019W,CKB1,S000002987,,No,0.8682,0,0,801,0.0,0.0,0.0,801,1.0,0.9975519196246999,0.0,0.9188514357053683,0,0,736
GWK60_A00187,GWK60_A00187,ORF,YGL018C,JAC1,S000002986,,,,0,0,597,0.0,0.0,0.0,597,1.0,0.9814761750367006,0.0,0.88107202680067,0,0,526
GWK60_A00209,GWK60_A00209,ORF,YGL017W,ATE1,S000002985,,,1.0025,6,506,1530,0.00392156862745098,0.22085032032615026,0.040326910878828344,821,0.5366013071895425,0.5366004086558019,0.0,0.5620915032679739,4,411,860
GWK60_A00231,GWK60_A00231,ORF,YGL010W,MPO1,S000002978,,,1.0220,6,1302,570,0.010526315789473684,0.5552892131318395,0.26090153030656904,368,0.6456140350877193,0.63003729143561,0.20325437023418066,0.843859649122807,5,1295,481
GWK60_A00253,GWK60_A00253,ORF,YGL009C,LEU1,S000002977,,,1.0212,15,4621,2355,0.006369426751592357,0.35487470361244133,0.25753622405884474,659,0.27983014861995753,0.2798301484975387,0.22273411165143603,0.9953290870488323,15,4621,2344
GWK60_A00275,GWK60_A00275,ORF,YGL016W,KAP122,S000002984,,,0.9042,7,2388,3210,0.0021806853582554517,0.11273863727134756,0.09501404696015259,1077,0.3355140186915888,0.33551401869156044,0.0,0.9984423676012462,7,2388,3205
GWK60_A00297,SCL1,ORF,YGL011C,SCL1,S000002979,,Yes,,0,0,765,0.0,0.0,0.0,765,1.0,0.9964948127799336,0.0,0.9856209150326798,0,0,754
GWK60_A00319,ERG4,ORF,YGL012W,ERG4,S000002980,,,0.8460,0,0,1395,0.0,0.0,0.0,1395,1.0,0.9999935408088644,0.0,0.9469534050179211,0,0,1321
GWK60_A00341,PDR1,ORF,YBL005W,PDR3,S000000101,,No,1.0365,11,2518,3324,0.003309265944645006,0.16351910348977136,0.11100536573580402,1034,0.3110709987966306,0.31107099879662214,0.11043487150428297,0.8038507821901324,9,1995,2672
GWK60_A00363,GWK60_A00363,ORF,YGL014W,PUF4,S000002982,,,0.9610,15,4458,2361,0.0063532401524777635,0.2817588132738394,0.2375488144949438,682,0.288860652265989,0.2888606521469787,0.13911978774639724,0.8331215586615841,13,3902,1967
GWK60_A00385,PMA1,ORF,YGL008C,PMA1,S000002976,,Yes,,1,700,2709,0.00036913990402362494,0.014383193745399566,0.026129315899815216,2686,0.9915097822074567,0.9915097821948717,0.0,0.9638242894056848,0,0,2611
GWK60_A00407,GWK60_A00407,ORF,YGL006W,PMC1,S000002974,,,1.0077,27,11023,3369,0.008014247551202136,0.32947462154942114,0.30480256422141955,831,0.2466607301869991,0.24666073018699483,0.13462225575091682,0.9441970911249629,27,11023,3181
GWK60_A00429,GWK60_A00429,ORF,YGL005C,COG7,S000002973,,,0.9487,2,591,810,0.0024691358024691358,0.10971781305114638,0.07135711249687039,370,0.4567901234567901,0.4557678963544786,0.0,0.40617283950617283,1,129,329
GWK60_A00451,GWK60_A00451,ORF,YGL004C,RPN14,S000002972,,,1.0310,77,46764,1239,0.062146892655367235,3.066344946641557,4.168217493751027,203,0.1638418079096045,0.1638367718401005,0.6126511321436381,0.8385794995964487,68,44143,1039
GWK60_A00473,GWK60_A00473,ORF,,,,,,,10,2180,1941,0.005151983513652756,0.24272962976924978,0.10855366833952104,490,0.25244719216898504,0.2524471852330726,0.1457067727842594,0.7825862957238536,8,1371,1519
GWK60_A00495,GWK60_A00495,ORF,YGL003C,CDH1,S000002971,,,0.5930,0,0,1923,0.0,0.0,0.0,1923,1.0,0.9999999671068047,0.0,0.9739989599583984,0,0,1873
