rel_bp	reads_sum	sites_n
-995	2	2
-975	1	1
-945	1	1
-935	4	3
-925	1	1
-875	3	2
-845	4	3
-825	1	1
-815	1	1
-775	1	1
-755	2	2
-745	1	1
-735	2	1
-715	2	1
-695	1	1
-675	1	1
-665	1	1
-645	3	2
-625	1	1
-605	3	1
-585	1	1
-555	3	3
-545	1	1
-535	1	1
-475	3	2
-465	3	2
-455	1	1
-435	3	2
-425	1	1
-415	3	2
-405	2	2
-395	2	2
-385	2	2
-355	6	2
-345	6	3
-335	4	3
-305	3	1
-295	4	4
-285	2	2
-275	1	1
-255	5	3
-235	2	2
-225	7	3
-215	3	3
-205	9	7
-195	5	4
-185	14	6
-175	4	2
-165	4	4
-155	3	3
-145	3	3
-135	5	4
-125	4	4
-115	4	3
-105	5	2
-95	1	1
-75	1	1
-55	2	1
-35	1	1
-15	4	3
5	4	3
15	1	1
35	1	1
45	1	1
65	3	2
75	6	5
85	13	7
95	17	12
115	5	5
125	4	3
135	13	9
145	8	5
165	3	3
175	7	6
185	1	1
195	2	2
205	4	3
215	2	2
225	4	2
235	4	1
245	1	1
255	5	3
265	7	6
275	6	4
295	2	1
315	1	1
335	8	5
345	5	2
355	3	3
365	3	2
375	3	2
385	4	2
395	4	2
405	5	3
415	1	1
425	2	1
435	1	1
445	1	1
455	1	1
475	2	2
495	1	1
505	3	2
515	3	2
525	2	2
535	1	1
555	2	2
565	1	1
595	3	2
605	2	2
635	1	1
645	1	1
655	3	3
685	1	1
695	5	3
725	2	1
735	1	1
795	3	1
805	2	1
825	2	1
835	1	1
855	2	1
875	1	1
895	3	2
905	1	1
925	3	2
955	1	1
965	3	3
975	1	1
985	1	1
995	2	2
