Bin index,yH299-parent-pool3_normalized,yH299-parent-pool3_normalized rank
CP048230.1-0,2,1196
CP048230.1-1,1,1217
CP048230.1-2,1,1218
CP048230.1-3,23,544
CP048230.1-4,15,778
CP048230.1-5,64,106
CP048230.1-6,65,102
CP048230.1-7,129,17
CP048230.1-8,47,201
CP048230.1-9,120,19
CP048230.1-10,33,357
CP048230.1-11,16,739
CP048230.1-12,107,31
CP048230.1-13,41,259
CP048230.1-14,108,29
CP048230.1-15,44,229
CP048230.1-16,23,545
CP048230.1-17,32,371
CP048230.1-18,87,47
CP048230.1-19,51,171
CP048230.1-20,41,260
CP048230.1-21,5,1124
CP048230.1-22,2,1197
CP048230.1-23,42,250
CP048230.1-24,11,918
CP048230.1-25,39,282
CP048230.1-26,54,148
CP048230.1-27,28,439
CP048230.1-28,12,884
CP048230.1-29,8,1024
CP048230.1-30,2,1198
CP048230.1-31,8,1025
CP048230.1-32,27,456
CP048230.1-33,27,457
CP048230.1-34,31,390
CP048230.1-35,38,297
CP048230.1-36,12,885
CP048230.1-37,46,211
CP048230.1-38,11,919
CP048230.1-39,8,1026
CP048230.1-40,15,779
CP048230.1-41,31,391
CP048230.1-42,11,920
CP048230.1-43,39,283
CP048230.1-44,57,133
CP048230.1-45,13,847
CP048230.1-46,22,565
CP048230.1-47,36,321
CP048230.1-48,36,322
CP048230.1-49,2,1199
CP048230.1-50,1,1219
CP048231.1-0,1,1220
CP048231.1-1,19,647
CP048231.1-2,16,740
CP048231.1-3,35,331
CP048231.1-4,39,284
CP048231.1-5,46,212
CP048231.1-6,24,522
CP048231.1-7,41,261
CP048231.1-8,25,507
CP048231.1-9,68,91
CP048231.1-10,17,708
CP048231.1-11,15,780
CP048231.1-12,9,985
CP048231.1-13,10,953
CP048231.1-14,19,648
CP048231.1-15,18,682
CP048231.1-16,6,1089
CP048231.1-17,14,821
CP048231.1-18,11,921
CP048231.1-19,16,741
CP048231.1-20,24,523
CP048231.1-21,2,1200
CP048231.1-22,22,566
CP048231.1-23,75,65
CP048231.1-24,32,372
CP048231.1-25,38,298
CP048231.1-26,41,262
CP048231.1-27,63,108
CP048231.1-28,74,67
CP048231.1-29,102,37
CP048231.1-30,86,51
CP048231.1-31,21,592
CP048231.1-32,16,742
CP048231.1-33,14,822
CP048231.1-34,29,419
CP048231.1-35,115,23
CP048231.1-36,15,781
CP048231.1-37,87,48
CP048231.1-38,127,18
CP048231.1-39,39,285
CP048231.1-40,24,524
CP048231.1-41,63,109
CP048231.1-42,60,120
CP048231.1-43,71,79
CP048231.1-44,156,8
CP048231.1-45,108,30
CP048231.1-46,83,54
CP048231.1-47,109,28
CP048231.1-48,113,26
CP048231.1-49,7,1054
CP048231.1-50,0,1239
CP048231.1-51,5,1125
CP048232.1-0,0,1240
CP048232.1-1,9,986
CP048232.1-2,13,848
CP048232.1-3,19,649
CP048232.1-4,23,546
CP048232.1-5,39,286
CP048232.1-6,17,709
CP048232.1-7,29,420
CP048232.1-8,17,710
CP048232.1-9,7,1055
CP048232.1-10,24,525
CP048232.1-11,21,593
CP048232.1-12,18,683
CP048232.1-13,11,922
CP048232.1-14,17,711
CP048232.1-15,17,712
CP048232.1-16,57,134
CP048232.1-17,5,1126
CP048232.1-18,41,263
CP048232.1-19,19,650
CP048232.1-20,9,987
CP048232.1-21,17,713
CP048232.1-22,21,594
CP048232.1-23,50,180
CP048232.1-24,55,145
CP048232.1-25,12,886
CP048232.1-26,16,743
CP048232.1-27,29,421
CP048232.1-28,33,358
CP048232.1-29,21,595
CP048232.1-30,15,782
CP048232.1-31,69,86
CP048232.1-32,43,240
CP048232.1-33,28,440
CP048232.1-34,51,172
CP048232.1-35,38,299
CP048232.1-36,67,97
CP048232.1-37,85,53
CP048232.1-38,63,110
CP048232.1-39,77,59
CP048232.1-40,100,38
CP048232.1-41,99,39
CP048232.1-42,117,21
CP048232.1-43,227,2
CP048232.1-44,87,49
CP048232.1-45,105,36
CP048232.1-46,41,264
CP048232.1-47,77,60
CP048232.1-48,30,402
CP048232.1-49,30,403
CP048232.1-50,28,441
CP048232.1-51,19,651
CP048232.1-52,21,596
CP048232.1-53,7,1056
CP048232.1-54,1,1221
CP048233.1-0,0,1241
CP048233.1-1,14,823
CP048233.1-2,68,92
CP048233.1-3,22,567
CP048233.1-4,13,849
CP048233.1-5,43,241
CP048233.1-6,20,620
CP048233.1-7,29,422
CP048233.1-8,34,340
CP048233.1-9,77,61
CP048233.1-10,59,125
CP048233.1-11,3,1170
CP048233.1-12,36,323
CP048233.1-13,26,490
CP048233.1-14,21,597
CP048233.1-15,10,954
CP048233.1-16,30,404
CP048233.1-17,2,1201
CP048233.1-18,58,128
CP048233.1-19,11,923
CP048233.1-20,6,1090
CP048233.1-21,23,547
CP048233.1-22,11,924
CP048233.1-23,3,1171
CP048233.1-24,42,251
CP048233.1-25,15,783
CP048233.1-26,9,988
CP048233.1-27,6,1091
CP048233.1-28,0,1242
CP048233.1-29,10,955
CP048233.1-30,21,598
CP048233.1-31,11,925
CP048233.1-32,4,1151
CP048233.1-33,19,652
CP048233.1-34,10,956
CP048233.1-35,16,744
CP048233.1-36,12,887
CP048233.1-37,10,957
CP048233.1-38,23,548
CP048233.1-39,21,599
CP048233.1-40,24,526
CP048233.1-41,9,989
CP048233.1-42,28,442
CP048233.1-43,20,621
CP048233.1-44,27,458
CP048233.1-45,18,684
CP048233.1-46,15,784
CP048233.1-47,44,230
CP048233.1-48,13,850
CP048233.1-49,43,242
CP048233.1-50,25,508
CP048233.1-51,22,568
CP048233.1-52,12,888
CP048233.1-53,72,75
CP048233.1-54,58,129
CP048233.1-55,94,43
CP048233.1-56,37,310
CP048233.1-57,70,83
CP048233.1-58,72,76
CP048233.1-59,52,163
CP048233.1-60,96,41
CP048233.1-61,57,135
CP048233.1-62,50,181
CP048233.1-63,40,275
CP048233.1-64,137,11
CP048233.1-65,20,622
CP048233.1-66,88,46
CP048233.1-67,28,443
CP048233.1-68,77,62
CP048233.1-69,3,1172
CP048233.1-70,1,1222
CP048234.1-0,1,1223
CP048234.1-1,5,1127
CP048234.1-2,0,1243
CP048234.1-3,2,1202
CP048234.1-4,12,889
CP048234.1-5,11,926
CP048234.1-6,8,1027
CP048234.1-7,12,890
CP048234.1-8,15,785
CP048234.1-9,23,549
CP048234.1-10,7,1057
CP048234.1-11,8,1028
CP048234.1-12,41,265
CP048234.1-13,45,222
CP048234.1-14,32,373
CP048234.1-15,22,569
CP048234.1-16,11,927
CP048234.1-17,17,714
CP048234.1-18,21,600
CP048234.1-19,53,152
CP048234.1-20,61,118
CP048234.1-21,53,153
CP048234.1-22,67,98
CP048234.1-23,150,9
CP048234.1-24,51,173
CP048234.1-25,69,87
CP048234.1-26,87,50
CP048234.1-27,52,164
CP048234.1-28,50,182
CP048234.1-29,44,231
CP048234.1-30,60,121
CP048234.1-31,82,55
CP048234.1-32,43,243
CP048234.1-33,28,444
CP048234.1-34,13,851
CP048234.1-35,13,852
CP048234.1-36,52,165
CP048234.1-37,27,459
CP048234.1-38,19,653
CP048234.1-39,60,122
CP048234.1-40,16,745
CP048234.1-41,27,460
CP048234.1-42,15,786
CP048234.1-43,56,139
CP048234.1-44,86,52
CP048234.1-45,26,491
CP048234.1-46,45,223
CP048234.1-47,26,492
CP048234.1-48,9,990
CP048234.1-49,51,174
CP048234.1-50,57,136
CP048234.1-51,6,1092
CP048234.1-52,23,550
CP048234.1-53,18,685
CP048234.1-54,10,958
CP048234.1-55,9,991
CP048234.1-56,25,509
CP048234.1-57,52,166
CP048234.1-58,45,224
CP048234.1-59,15,787
CP048234.1-60,9,992
CP048234.1-61,32,374
CP048234.1-62,43,244
CP048234.1-63,38,300
CP048234.1-64,32,375
CP048234.1-65,21,601
CP048234.1-66,28,445
CP048234.1-67,9,993
CP048234.1-68,1,1224
CP048234.1-69,0,1244
CP048234.1-70,1,1225
CP048235.1-0,2,1203
CP048235.1-1,0,1245
