bin_start_bp	mean_reads_across_arms	n_arms
0	3793.77	22
1000	5803.59	22
2000	9380.73	22
3000	3103.36	22
4000	9723.91	22
5000	8199.68	22
6000	5321.09	22
7000	4950.27	22
8000	2543.64	22
9000	4953.05	22
10000	3958	22
11000	2711.64	22
12000	2562.05	22
13000	4002.68	22
14000	1745.77	22
15000	2923.36	22
16000	4925.36	22
17000	4075.82	22
18000	6241.73	22
19000	1868.14	22
20000	2571.5	22
21000	6567.59	22
22000	4443.41	22
23000	7088.18	22
24000	2959.73	22
25000	1952.23	22
26000	4019.64	22
27000	2952.14	22
28000	5073.82	22
29000	3480.68	22
30000	7205.09	22
31000	3778.68	22
32000	3609.32	22
33000	1663.36	22
34000	3355.41	22
35000	2727.55	22
36000	2598.14	22
37000	3379.82	22
38000	1287.82	22
39000	1282.5	22
40000	3149.45	22
41000	2126.55	22
42000	4203.86	22
43000	3297.27	22
44000	2026.82	22
45000	4350.68	22
46000	1490.86	22
47000	1496.18	22
48000	3727.55	22
49000	2573.36	22
50000	4592.86	22
51000	1789.5	22
52000	2325.05	22
53000	3374.05	22
54000	2142.36	22
55000	1773.68	22
56000	1214.59	22
57000	2326.64	22
58000	1662.73	22
59000	2685.45	22
60000	2610.95	22
61000	2019.73	22
62000	1629.91	22
63000	2828.64	22
64000	1905.18	22
65000	1912.36	22
66000	2587.05	22
67000	2480.5	22
68000	3290.91	22
69000	2757.05	22
70000	1806.5	22
71000	3646.64	22
72000	3433.73	22
73000	1704.5	22
74000	1334.18	22
75000	1201	22
76000	1182.5	22
77000	646.818	22
78000	933.182	22
79000	2038.18	22
80000	3903.27	22
81000	5389.73	22
82000	5278.5	22
83000	7534.23	22
84000	2137.14	22
85000	3018.32	22
86000	1998.82	22
87000	2151.14	22
88000	343.227	22
89000	908.045	22
90000	1317.86	22
91000	1947.36	22
92000	1009.64	22
93000	1527.82	22
94000	981.364	22
95000	375.955	22
96000	1169.86	22
97000	1002.91	22
98000	1796.55	22
99000	6058	22
100000	2603.86	22
101000	1906.05	22
102000	1184.95	22
103000	783.773	22
104000	2166.09	22
105000	2001.59	22
106000	378.636	22
107000	454.273	22
108000	1124.14	22
109000	2223	22
110000	1144.18	22
111000	1771.68	22
112000	1105.95	22
113000	1774.91	22
114000	1942.68	22
115000	431.045	22
116000	2364.23	22
117000	1451.64	22
118000	1582.23	22
119000	1019.32	22
120000	1042.86	22
121000	688.727	22
122000	821.455	22
123000	1379	22
124000	662.682	22
125000	1672.5	22
126000	395.682	22
127000	2545.68	22
128000	1653.55	22
129000	1169.95	22
130000	1079.27	22
131000	575.545	22
132000	1860.64	22
133000	1091.45	22
134000	339	22
135000	510.136	22
136000	1312.45	22
137000	1316.91	22
138000	699.273	22
139000	901.045	22
140000	2469.45	22
141000	595.5	22
142000	591.727	22
143000	847.364	22
144000	392.591	22
145000	504.273	22
146000	824.409	22
147000	563.364	22
148000	1100.09	22
149000	1738.91	22
150000	1619.91	22
151000	850.318	22
152000	1061.05	22
153000	804.591	22
154000	1626.64	22
155000	822.364	22
156000	912.273	22
157000	1226	22
158000	1873.91	22
159000	313.091	22
160000	510.773	22
161000	694.364	22
162000	1028.27	22
163000	1071.91	22
164000	1931.18	22
165000	559.591	22
166000	1174.05	22
167000	1538.77	22
168000	1151.27	22
169000	1505.91	22
170000	1716.36	22
171000	750.591	22
172000	940.091	22
173000	1227.27	22
174000	2100	22
175000	3013.27	22
176000	2629.77	22
177000	1055.05	22
178000	871.818	22
179000	1405.77	22
180000	1239.68	22
181000	786.545	22
182000	1603.05	22
183000	733.636	22
184000	1764.82	22
185000	917.364	22
186000	901.091	22
187000	937.682	22
188000	800	22
189000	1502.41	22
190000	1160.77	22
191000	927.182	22
192000	744.864	22
193000	769.636	22
194000	1589.91	22
195000	1013.95	22
196000	1647.91	22
197000	1308.5	22
198000	1363.27	22
199000	1006.41	22
200000	1000.55	22
201000	2070.41	22
202000	830.318	22
203000	2330.14	22
204000	777.318	22
205000	1081.73	22
206000	1026.05	22
207000	631.682	22
208000	971.909	22
209000	1108.14	22
210000	646.727	22
211000	665.864	22
212000	600.591	22
213000	767.682	22
214000	806.273	22
215000	1095.36	22
216000	783.091	22
217000	654.955	22
218000	625.682	22
219000	469.318	22
220000	1473.23	22
221000	881.773	22
222000	265.864	22
223000	1015.27	22
224000	623.364	22
225000	421.773	22
226000	700.909	22
227000	562.5	22
228000	175.636	22
229000	372.364	22
230000	829.409	22
231000	322.864	22
232000	574.318	22
233000	1313.45	22
234000	705.864	22
235000	477.318	22
236000	1477.23	22
237000	589.545	22
238000	256.364	22
239000	378.136	22
240000	1204.23	22
241000	754.273	22
242000	287.545	22
243000	378.818	22
244000	377.227	22
245000	349.545	22
246000	462.5	22
247000	1160.05	22
248000	2117	22
249000	709.273	22
250000	563.091	22
251000	1255.82	22
252000	876.5	22
253000	226.455	22
254000	996.909	22
255000	305.045	22
256000	822.364	22
257000	539.409	22
258000	2057.23	22
259000	1908	22
260000	513.227	22
261000	622.727	22
262000	204.273	22
263000	940.091	22
264000	520.409	22
265000	1567.55	22
266000	832.773	22
267000	429.318	22
268000	631.864	22
269000	275.136	22
270000	310.409	22
271000	304.318	22
272000	530.091	22
273000	494.727	22
274000	345.955	22
275000	400.818	22
276000	474.318	22
277000	108.636	22
278000	746.045	22
279000	627.364	22
280000	338.636	22
281000	276.636	22
282000	269.273	22
283000	171.091	22
284000	409.136	22
285000	111.045	22
286000	403.864	22
287000	2126.73	22
288000	377.773	22
289000	432.045	22
290000	382.045	22
291000	658.5	22
292000	416	22
293000	29.1818	22
294000	85.3636	22
295000	286.455	22
296000	242.5	22
297000	149.136	22
298000	345.773	22
299000	457.091	22
300000	842.318	22
301000	369.318	22
302000	842.682	22
303000	810.909	22
304000	548.727	22
305000	904.955	22
306000	728.909	22
307000	596.273	22
308000	671.591	22
309000	987.727	22
310000	299.364	22
311000	591.091	22
312000	617	22
313000	536.955	22
314000	369.136	22
315000	1088.45	22
316000	815.864	22
317000	890.227	22
318000	1201.41	22
319000	689.136	22
320000	414.864	22
321000	112.909	22
322000	588.864	22
323000	87.8636	22
324000	320.455	22
325000	901.091	22
326000	481.909	22
327000	201.864	22
328000	1316.77	22
329000	946.091	22
330000	324.5	22
331000	375	22
332000	487.409	22
333000	368.818	22
334000	365.591	22
335000	341.5	22
336000	131.909	22
337000	366.818	22
338000	545.409	22
339000	566.136	22
340000	527.955	22
341000	318.909	22
342000	418.818	22
343000	656.091	22
344000	405.591	22
345000	86.1818	22
346000	362.727	22
347000	1060.41	22
348000	736.864	22
349000	442.955	22
350000	563.273	22
351000	1663.14	22
352000	265.818	22
353000	802.318	22
354000	2476.36	22
355000	1346.95	22
356000	904.182	22
357000	226.455	22
358000	446.364	22
359000	1067.27	22
360000	712.727	22
361000	893.773	22
362000	608.955	22
363000	1732.05	22
364000	1516.23	22
365000	819.636	22
366000	1192.32	22
367000	780.136	22
368000	489.318	22
369000	843.091	22
370000	365.909	22
371000	289	22
372000	441.364	22
373000	973.773	22
374000	457.955	22
375000	499.273	22
376000	959.091	22
377000	464.5	22
378000	1508.95	22
379000	152.773	22
380000	535.136	22
381000	931.045	22
382000	789.818	22
383000	357.227	22
384000	907.955	22
385000	256.409	22
386000	825.364	22
387000	598.818	22
388000	863.727	22
389000	1822.45	22
390000	1356.77	22
391000	570.227	22
392000	39.5	22
393000	238.318	22
394000	1367.5	22
395000	1335.82	22
396000	1227.27	22
397000	301.773	22
398000	632.273	22
399000	587.182	22
400000	334.636	22
401000	39.3636	22
402000	430.727	22
403000	235.727	22
404000	1104.05	22
405000	393.273	22
406000	44.4091	22
407000	499.455	22
408000	121.455	22
409000	63.1818	22
410000	213.273	22
411000	460.773	22
412000	233.909	22
413000	705.955	22
414000	394.045	22
415000	118.909	22
416000	495.318	22
417000	193.818	22
418000	205.364	22
419000	229.318	22
420000	343.636	22
421000	1057.68	22
422000	159.182	22
423000	483.909	22
424000	496.182	22
425000	471.545	22
426000	532.318	22
427000	367.955	22
428000	376	22
429000	106.773	22
430000	132	22
431000	192	22
432000	234.545	22
433000	333.545	22
434000	529.455	22
435000	295.091	22
436000	285.909	22
437000	286.773	22
438000	350.636	22
439000	575.227	22
440000	320.727	22
441000	236.227	22
442000	392.682	22
443000	434.182	22
444000	687.545	22
445000	195.409	22
446000	502.727	22
447000	150.364	22
448000	133.818	22
449000	6	22
450000	237.409	22
451000	31.4091	22
452000	501.773	22
453000	1081.45	22
454000	294.682	22
455000	367.636	22
456000	187.364	22
457000	591.818	22
458000	217.136	22
459000	379.864	22
460000	372.364	22
461000	1251.91	22
462000	461.864	22
463000	1120.09	22
464000	191.318	22
465000	169.909	22
466000	222.045	22
467000	236.545	22
468000	709.682	22
469000	525.136	22
470000	415.045	22
471000	226	22
472000	202.773	22
473000	439.909	22
474000	173	22
475000	968	22
476000	608.727	22
477000	1407.77	22
478000	932.545	22
479000	305.636	22
480000	432.864	22
481000	279.409	22
482000	501.364	22
483000	300.182	22
484000	374.545	22
485000	696.455	22
486000	1271.91	22
487000	814.545	22
488000	1184.64	22
489000	415.091	22
490000	384.591	22
491000	272.636	22
492000	259.591	22
493000	282.045	22
494000	206.045	22
495000	527	22
496000	1123.82	22
497000	254	22
498000	218.909	22
499000	145.955	22
500000	184.227	22
