GWK60_A00121 , 626
GWK60_A00143 , 0
GWK60_A00165 , 0
GWK60_A00209 , 1035
GWK60_A00231 , 1018
GWK60_A00253 , 5378
GWK60_A00275 , 5840
GWK60_A00341 , 2531
GWK60_A00363 , 1756
GWK60_A00385 , 87
GWK60_A00407 , 7943
GWK60_A00429 , 286
GWK60_A00451 , 48888
GWK60_A00473 , 2010
GWK60_A00495 , 474
GWK60_A00517 , 277
GWK60_A00539 , 247
GWK60_A00561 , 651
GWK60_A00583 , 2618
GWK60_A00605 , 4365
GWK60_A00627 , 896
GWK60_A00649 , 21066
GWK60_A00671 , 21226
GWK60_A00715 , 52
GWK60_A00759 , 1184
GWK60_A00781 , 6
GWK60_A00803 , 906
GWK60_A00847 , 5308
GWK60_A00869 , 148
GWK60_A00891 , 46142
GWK60_A00913 , 3
GWK60_A00935 , 2185
GWK60_A00957 , 1081
GWK60_A00979 , 1864
GWK60_A01023 , 2350
GWK60_A01045 , 20
GWK60_A01067 , 2
GWK60_A01089 , 6816
GWK60_A01111 , 18323
GWK60_A01133 , 2316
GWK60_A01155 , 2177
GWK60_A01177 , 4659
GWK60_A01199 , 0
GWK60_A01221 , 2746
GWK60_A01243 , 0
GWK60_A01265 , 1861
GWK60_A01309 , 237
GWK60_A01331 , 0
GWK60_A01397 , 127
GWK60_A01419 , 2277
GWK60_A01441 , 21261
GWK60_A01463 , 56
GWK60_A01507 , 3983
GWK60_A01529 , 14
GWK60_A01573 , 0
GWK60_A01595 , 3603
GWK60_A01617 , 1701
GWK60_A01639 , 1162
GWK60_A01661 , 552
GWK60_A01683 , 3
GWK60_A01705 , 761
GWK60_A01793 , 139
GWK60_A01815 , 0
GWK60_A01859 , 0
GWK60_A01969 , 741
GWK60_A01991 , 0
GWK60_A02035 , 467
GWK60_A02057 , 1684
GWK60_A02079 , 8640
GWK60_A02101 , 16
GWK60_A02123 , 2257
GWK60_A02145 , 0
GWK60_A02167 , 100
GWK60_A02211 , 302
GWK60_A02233 , 0
GWK60_A02255 , 0
GWK60_A02277 , 2037
GWK60_A02299 , 82
GWK60_A02321 , 19
GWK60_A02343 , 293
GWK60_A02365 , 101
GWK60_A02387 , 2394
GWK60_A02453 , 0
GWK60_A02475 , 6
GWK60_A02519 , 1
GWK60_A02673 , 39
GWK60_A02695 , 0
GWK60_A02805 , 0
GWK60_A02849 , 0
GWK60_A02915 , 3132
GWK60_A02937 , 6506
GWK60_A02981 , 1
GWK60_A03025 , 1225
GWK60_A03069 , 3263
GWK60_A03091 , 1603
GWK60_A03157 , 0
GWK60_A03179 , 12208
GWK60_A03201 , 476
GWK60_A03245 , 6
GWK60_A03289 , 1
GWK60_A03311 , 6
GWK60_A03377 , 7350
GWK60_A03421 , 47
GWK60_A03575 , 249
GWK60_A03597 , 0
GWK60_A03619 , 4204
GWK60_A03663 , 0
GWK60_A03685 , 0
GWK60_A03751 , 0
GWK60_A03773 , 2
GWK60_A03795 , 1447
GWK60_A03817 , 131
GWK60_A03971 , 685
GWK60_A04037 , 41
GWK60_A04059 , 118
GWK60_A04125 , 600
GWK60_A04147 , 812
GWK60_A04169 , 4
GWK60_A04191 , 458
GWK60_A04279 , 14
GWK60_A04301 , 167
GWK60_A04367 , 213
GWK60_A04389 , 0
GWK60_A04477 , 32
GWK60_A04499 , 87
GWK60_A04543 , 0
GWK60_A04631 , 48
GWK60_A04675 , 1292
GWK60_A04697 , 0
GWK60_A00055 , 0
GWK60_A00077 , 0
GWK60_A00099 , 0
GWK60_A01001 , 46
GWK60_A01375 , 0
GWK60_A01485 , 17
GWK60_A01837 , 10
GWK60_A01947 , 0
GWK60_A02629 , 0
GWK60_A02651 , 13
GWK60_A02739 , 0
GWK60_A03223 , 16
GWK60_A03355 , 298
GWK60_A03487 , 0
GWK60_A03553 , 0
GWK60_A03729 , 0
GWK60_A03839 , 0
GWK60_A03883 , 76
GWK60_A03949 , 4
GWK60_A04081 , 672
GWK60_A04103 , 0
GWK60_A04213 , 366
GWK60_A04257 , 266
GWK60_A04323 , 0
GWK60_A04345 , 452
GWK60_A04455 , 0
GWK60_A04565 , 0
GWK60_B00121 , 0
GWK60_B00143 , 0
GWK60_B00165 , 0
GWK60_B00231 , 0
GWK60_B00297 , 86
GWK60_B00363 , 1550
GWK60_B00385 , 0
GWK60_B00495 , 0
GWK60_B00561 , 28
GWK60_B00605 , 260
GWK60_B00649 , 0
GWK60_B00737 , 765
GWK60_B00759 , 101
GWK60_B00781 , 0
GWK60_B00803 , 583
GWK60_B00847 , 256
GWK60_B00869 , 218
GWK60_B00891 , 111
GWK60_B00913 , 3827
GWK60_B00935 , 553
GWK60_B00979 , 0
GWK60_B01089 , 379
GWK60_B01111 , 0
GWK60_B01155 , 0
GWK60_B01177 , 0
GWK60_B01287 , 26
GWK60_B01331 , 0
GWK60_B01397 , 9
GWK60_B01419 , 1168
GWK60_B01485 , 0
GWK60_B01507 , 773
GWK60_B01529 , 15
GWK60_B01551 , 184
GWK60_B01595 , 135
GWK60_B01683 , 0
GWK60_B01771 , 297
GWK60_B01815 , 4482
GWK60_B01859 , 22
GWK60_B01881 , 0
GWK60_B01903 , 0
GWK60_B01925 , 385
GWK60_B01991 , 0
GWK60_B02057 , 0
GWK60_B02145 , 197
GWK60_B02167 , 99
GWK60_B02189 , 1050
GWK60_B02211 , 7
GWK60_B02255 , 121
GWK60_B02277 , 1126
GWK60_B02321 , 13424
GWK60_B02409 , 1063
GWK60_B02431 , 225
GWK60_B02475 , 1858
GWK60_B02497 , 24
GWK60_B02585 , 1549
GWK60_B02607 , 0
GWK60_B02629 , 637
GWK60_B02717 , 15143
GWK60_B02739 , 373
GWK60_B02761 , 459
GWK60_B02783 , 6689
GWK60_B02805 , 533
GWK60_B02827 , 11312
GWK60_B02849 , 72
GWK60_B02871 , 8330
GWK60_B02915 , 1861
GWK60_B02937 , 345
GWK60_B02959 , 109
GWK60_B02981 , 0
GWK60_B03003 , 232
GWK60_B03091 , 3
GWK60_B03113 , 547
GWK60_B03135 , 1162
GWK60_B03157 , 23
GWK60_B03201 , 410
GWK60_B03223 , 1937
GWK60_B03245 , 2765
GWK60_B03267 , 361
GWK60_B03311 , 0
GWK60_B03333 , 5435
GWK60_B03355 , 13951
GWK60_B03443 , 1667
GWK60_B03465 , 1901
GWK60_B03487 , 0
GWK60_B03509 , 20133
GWK60_B03531 , 31712
GWK60_B03641 , 33237
GWK60_B03663 , 12311
GWK60_B03685 , 144
GWK60_B03707 , 1834
GWK60_B03729 , 1303
GWK60_B03773 , 80
GWK60_B03795 , 6
GWK60_B03817 , 128
GWK60_B03839 , 814
GWK60_B03883 , 1835
GWK60_B03927 , 145
GWK60_B03971 , 1794
GWK60_B04015 , 2
GWK60_B04059 , 1593
GWK60_B04081 , 1050
GWK60_B04103 , 1446
GWK60_B04125 , 0
GWK60_B04147 , 633
GWK60_B04169 , 1439
GWK60_B04191 , 3305
GWK60_B04213 , 2408
GWK60_B04235 , 2035
GWK60_B04257 , 3025
GWK60_B04279 , 1031
GWK60_B04301 , 4
GWK60_B04323 , 2369
GWK60_B04345 , 2751
GWK60_B04411 , 19209
GWK60_B04433 , 3414
GWK60_B04455 , 5082
GWK60_B04499 , 6205
GWK60_B04521 , 6069
GWK60_B04543 , 2796
GWK60_B04565 , 5458
GWK60_B04587 , 1429
GWK60_B04609 , 8409
GWK60_B04631 , 6149
GWK60_B04653 , 3415
GWK60_B04675 , 400
GWK60_B04697 , 3952
GWK60_B04719 , 205
GWK60_B04741 , 1054
GWK60_B04763 , 235
GWK60_B04785 , 1050
GWK60_B04807 , 870
GWK60_B04829 , 2395
GWK60_B04851 , 970
GWK60_B04895 , 3568
GWK60_B04917 , 0
GWK60_B00253 , 4
GWK60_B00275 , 15
GWK60_B00473 , 0
GWK60_B00583 , 0
GWK60_B00627 , 1
GWK60_B00957 , 0
GWK60_B01001 , 0
GWK60_B01243 , 0
GWK60_B01441 , 0
GWK60_B01837 , 166
GWK60_B02233 , 661
GWK60_B02387 , 0
GWK60_B02651 , 281
GWK60_B03025 , 0
GWK60_B03289 , 0
GWK60_B03399 , 62
GWK60_B03575 , 0
GWK60_B03949 , 0
GWK60_C00055 , 256
GWK60_C00077 , 2
GWK60_C00143 , 175
GWK60_C00209 , 192
GWK60_C00231 , 11
GWK60_C00341 , 2076
GWK60_C00363 , 4044
GWK60_C00385 , 125
GWK60_C00429 , 1
GWK60_C00451 , 0
GWK60_C00495 , 52
GWK60_C00605 , 328
GWK60_C00627 , 490
GWK60_C00671 , 670
GWK60_C00693 , 8443
GWK60_C00715 , 488
GWK60_C00759 , 1249
GWK60_C00869 , 2992
GWK60_C00891 , 0
GWK60_C00935 , 159
GWK60_C00957 , 51
GWK60_C01001 , 23
GWK60_C01045 , 228
GWK60_C01111 , 294
GWK60_C01177 , 5075
GWK60_C01265 , 8
GWK60_C01287 , 53
GWK60_C01309 , 268
GWK60_C01353 , 119
GWK60_C01375 , 158
GWK60_C01397 , 423
GWK60_C01419 , 2798
GWK60_C01441 , 548
GWK60_C01463 , 2296
GWK60_C01573 , 39
GWK60_C01595 , 4
GWK60_C01617 , 54
GWK60_C01639 , 3
GWK60_C01771 , 3015
GWK60_C01793 , 5
GWK60_C01815 , 201
GWK60_C01837 , 25
GWK60_C01859 , 900
GWK60_C01881 , 25
GWK60_C01903 , 18
GWK60_C01925 , 277
GWK60_C01969 , 0
GWK60_C01991 , 5960
GWK60_C02013 , 439
GWK60_C02035 , 143
GWK60_C02123 , 6409
GWK60_C02167 , 28
GWK60_C02211 , 0
GWK60_C02365 , 39
GWK60_C02387 , 1256
GWK60_C02409 , 44
GWK60_C02431 , 210
GWK60_C02453 , 201
GWK60_C02475 , 3
GWK60_C02519 , 588
GWK60_C02541 , 466
GWK60_C02563 , 603
GWK60_C02585 , 2225
GWK60_C02695 , 20
GWK60_C02717 , 1460
GWK60_C02805 , 5176
GWK60_C02827 , 1342
GWK60_C02849 , 16490
GWK60_C02871 , 1696
GWK60_C02893 , 799
GWK60_C02937 , 27
GWK60_C03003 , 0
GWK60_C03025 , 732
GWK60_C03047 , 551
GWK60_C03091 , 346
GWK60_C03113 , 410
GWK60_C03157 , 751
GWK60_C03179 , 1795
GWK60_C03201 , 2482
GWK60_C03223 , 177
GWK60_C03267 , 472
GWK60_C03289 , 4
GWK60_C03311 , 425
GWK60_C03355 , 590
GWK60_C03377 , 19197
GWK60_C03399 , 0
GWK60_C03421 , 0
GWK60_C03443 , 160
GWK60_C03465 , 486
GWK60_C03487 , 239
GWK60_C03509 , 2106
GWK60_C03531 , 2274
GWK60_C03553 , 1136
GWK60_C03575 , 56
GWK60_C03597 , 1439
GWK60_C03619 , 299
GWK60_C03641 , 1855
GWK60_C03663 , 0
GWK60_C03685 , 0
GWK60_C03707 , 1347
GWK60_C03729 , 3349
GWK60_C03795 , 1945
GWK60_C03861 , 15947
GWK60_C03883 , 6773
GWK60_C03905 , 900
GWK60_C03927 , 167
GWK60_C03993 , 7315
GWK60_C04015 , 127
GWK60_C04059 , 7129
GWK60_C04081 , 22
GWK60_C04103 , 5835
GWK60_C04125 , 4291
GWK60_C04147 , 480
GWK60_C04169 , 401
GWK60_C04213 , 65
GWK60_C04257 , 59548
GWK60_C04279 , 24183
GWK60_C04301 , 0
GWK60_C04367 , 26112
GWK60_C04389 , 3867
GWK60_C04411 , 8397
GWK60_C04433 , 0
GWK60_C04455 , 663
GWK60_C04477 , 31396
GWK60_C04499 , 13
GWK60_C04521 , 0
GWK60_C04543 , 4146
GWK60_C04565 , 2032
GWK60_C04587 , 1995
GWK60_C04609 , 496
GWK60_C04631 , 2986
GWK60_C04653 , 775
GWK60_C04675 , 2089
GWK60_C04697 , 929
GWK60_C04719 , 457
GWK60_C04741 , 3098
GWK60_C04763 , 346
GWK60_C04785 , 301
GWK60_C04807 , 34
GWK60_C04829 , 360
GWK60_C04851 , 0
GWK60_C04873 , 378
GWK60_C04895 , 2266
GWK60_C04917 , 967
GWK60_C04939 , 690
GWK60_C04983 , 0
GWK60_C05005 , 166
GWK60_C05049 , 551
GWK60_C05071 , 473
GWK60_C05115 , 644
GWK60_C00121 , 0
GWK60_C00275 , 0
GWK60_C00407 , 0
GWK60_C00825 , 0
GWK60_C00847 , 238
GWK60_C00913 , 0
GWK60_C00979 , 0
GWK60_C01067 , 0
GWK60_C01155 , 1
GWK60_C01243 , 0
GWK60_C01661 , 0
GWK60_C01683 , 0
GWK60_C01705 , 0
GWK60_C01749 , 9
GWK60_C01947 , 0
GWK60_C02255 , 0
GWK60_C02277 , 125
GWK60_C02299 , 0
GWK60_C02497 , 93
GWK60_C02629 , 0
GWK60_C02651 , 0
GWK60_C02761 , 0
GWK60_C02915 , 0
GWK60_C02959 , 0
GWK60_C03069 , 23
GWK60_C03135 , 0
GWK60_C03751 , 10
GWK60_C04037 , 0
GWK60_C04235 , 159
GWK60_C04323 , 0
GWK60_C05027 , 0
GWK60_C05093 , 22
GWK60_D00055 , 26361
GWK60_D00209 , 434
GWK60_D00319 , 0
GWK60_D00341 , 21
GWK60_D00363 , 0
GWK60_D00407 , 235
GWK60_D00495 , 433
GWK60_D00517 , 3144
GWK60_D00561 , 369
GWK60_D00605 , 14908
GWK60_D00627 , 0
GWK60_D00693 , 276
GWK60_D00737 , 0
GWK60_D00759 , 0
GWK60_D00781 , 650
GWK60_D00803 , 427
GWK60_D00825 , 149
GWK60_D00869 , 840
GWK60_D00935 , 0
GWK60_D01023 , 25
GWK60_D01133 , 6
GWK60_D01155 , 2408
GWK60_D01199 , 151
GWK60_D01243 , 0
GWK60_D01265 , 810
GWK60_D01287 , 0
GWK60_D01309 , 574
GWK60_D01353 , 1812
GWK60_D01375 , 0
GWK60_D01397 , 232
GWK60_D01419 , 0
GWK60_D01441 , 0
GWK60_D01485 , 2236
GWK60_D01639 , 167
GWK60_D01661 , 1
GWK60_D01705 , 55
GWK60_D01793 , 102
GWK60_D01815 , 210
GWK60_D01881 , 0
GWK60_D01947 , 690
GWK60_D01991 , 0
GWK60_D02013 , 247
GWK60_D02079 , 0
GWK60_D02101 , 569
GWK60_D02211 , 1290
GWK60_D02277 , 0
GWK60_D02387 , 0
GWK60_D02475 , 0
GWK60_D02497 , 0
GWK60_D02607 , 0
GWK60_D02651 , 0
GWK60_D02695 , 516
GWK60_D02717 , 300
GWK60_D02783 , 853
GWK60_D02937 , 5
GWK60_D02959 , 310
GWK60_D03069 , 186
GWK60_D03091 , 5589
GWK60_D03135 , 124
GWK60_D03201 , 7
GWK60_D03355 , 209
GWK60_D03399 , 7
GWK60_D03421 , 144
GWK60_D03443 , 647
GWK60_D03487 , 3744
GWK60_D03509 , 2228
