bin_start_bp	mean_reads_across_arms	n_arms
0	4968.05	22
1000	7381.05	22
2000	10139.3	22
3000	3878.27	22
4000	10752.9	22
5000	8704.27	22
6000	7038.45	22
7000	4752.18	22
8000	3671.05	22
9000	6496.18	22
10000	4550.45	22
11000	3167.73	22
12000	3073.18	22
13000	5648.32	22
14000	1811.32	22
15000	3017.86	22
16000	5933.23	22
17000	3995.09	22
18000	4478.23	22
19000	1993.73	22
20000	3306.14	22
21000	6136.59	22
22000	6530.68	22
23000	7464	22
24000	3201.86	22
25000	2610.5	22
26000	4499.59	22
27000	2900.86	22
28000	5641.95	22
29000	3406.05	22
30000	6718.95	22
31000	4617.5	22
32000	3710.41	22
33000	2620.36	22
34000	3278.55	22
35000	3508.77	22
36000	3402.32	22
37000	3914.23	22
38000	1611.95	22
39000	1715.14	22
40000	3856.95	22
41000	2297.23	22
42000	4738.82	22
43000	4624.14	22
44000	2044.18	22
45000	4312.05	22
46000	1716.41	22
47000	2030.14	22
48000	3895.55	22
49000	2667.36	22
50000	4650.14	22
51000	1998.77	22
52000	3146.41	22
53000	4084.77	22
54000	2664.77	22
55000	3203.32	22
56000	2371.91	22
57000	2763.45	22
58000	3003	22
59000	3469.73	22
60000	3324.27	22
61000	5038.14	22
62000	3565.73	22
63000	7716.05	22
64000	1795.82	22
65000	2221.91	22
66000	2378.73	22
67000	3337.45	22
68000	2887.27	22
69000	3397.27	22
70000	1183.23	22
71000	4106.55	22
72000	3348.68	22
73000	1683.41	22
74000	1227.91	22
75000	969.318	22
76000	1433.5	22
77000	760	22
78000	875.955	22
79000	1614.59	22
80000	1791.09	22
81000	6076.82	22
82000	4510.59	22
83000	3125.91	22
84000	2588.77	22
85000	3479.64	22
86000	2706.86	22
87000	2150.95	22
88000	578.864	22
89000	1302	22
90000	1368.45	22
91000	2523.55	22
92000	1229.77	22
93000	1320.68	22
94000	1707.77	22
95000	653.955	22
96000	1141.18	22
97000	1076.14	22
98000	2908.64	22
99000	9424.82	22
100000	1556.86	22
101000	1882.27	22
102000	1484	22
103000	990.5	22
104000	1730.27	22
105000	2070.23	22
106000	798.273	22
107000	697.136	22
108000	2308.41	22
109000	2265.09	22
110000	1729.77	22
111000	2417.18	22
112000	1250.77	22
113000	1985.64	22
114000	2360.91	22
115000	494.545	22
116000	2525.27	22
117000	2343.59	22
118000	1584.05	22
119000	1225.45	22
120000	1181.5	22
121000	901.273	22
122000	1009.59	22
123000	1074.73	22
124000	543.091	22
125000	2073.05	22
126000	355.455	22
127000	2420.82	22
128000	1793.68	22
129000	1082.14	22
130000	941.409	22
131000	532.864	22
132000	2026.14	22
133000	1142.18	22
134000	530.273	22
135000	585.182	22
136000	1147.27	22
137000	1846.32	22
138000	522.273	22
139000	597.455	22
140000	3027.41	22
141000	792.182	22
142000	705.773	22
143000	888.727	22
144000	808.864	22
145000	689.455	22
146000	795.318	22
147000	873.5	22
148000	1353.18	22
149000	1603.05	22
150000	2133.41	22
151000	1366.18	22
152000	1140.64	22
153000	1450.64	22
154000	1737.68	22
155000	1156.68	22
156000	897.409	22
157000	2081.55	22
158000	1551.86	22
159000	1026.45	22
160000	740.545	22
161000	896.409	22
162000	1172.32	22
163000	1241.64	22
164000	2171.09	22
165000	1045.05	22
166000	1307.32	22
167000	2164.77	22
168000	1669.86	22
169000	1941.86	22
170000	1591.14	22
171000	1091.14	22
172000	1412.09	22
173000	1549.95	22
174000	2861.64	22
175000	3402.14	22
176000	2514.36	22
177000	1514.27	22
178000	1066.95	22
179000	1651.73	22
180000	1794.95	22
181000	1072.91	22
182000	1611.59	22
183000	1165.14	22
184000	2254.32	22
185000	1008.64	22
186000	1534.77	22
187000	729.091	22
188000	788.864	22
189000	1871.59	22
190000	1681.82	22
191000	1048.36	22
192000	1174.59	22
193000	962.682	22
194000	2089.36	22
195000	1779.45	22
196000	2465.68	22
197000	1417.05	22
198000	1237.91	22
199000	860.591	22
200000	1190.45	22
201000	1676.95	22
202000	930.455	22
203000	2612.95	22
204000	1279.68	22
205000	1064.32	22
206000	1225.23	22
207000	487.5	22
208000	1194.41	22
209000	1316.45	22
210000	567.455	22
211000	883.409	22
212000	640.682	22
213000	1082	22
214000	839.909	22
215000	1539.64	22
216000	1164.73	22
217000	632.091	22
218000	904.682	22
219000	887.727	22
220000	1558.5	22
221000	1515.73	22
222000	571.045	22
223000	1209.27	22
224000	703.227	22
225000	895	22
226000	1001.18	22
227000	480.136	22
228000	259.136	22
229000	412.545	22
230000	1360.86	22
231000	217.955	22
232000	1043.09	22
233000	1625.14	22
234000	491.955	22
235000	546.955	22
236000	1683.32	22
237000	997.455	22
238000	365.955	22
239000	499.045	22
240000	1647	22
241000	1030.91	22
242000	291	22
243000	463.545	22
244000	437.773	22
245000	400.455	22
246000	1699.91	22
247000	1885	22
248000	1560.86	22
249000	1096.32	22
250000	451.364	22
251000	1044.95	22
252000	840.091	22
253000	588.045	22
254000	1342.59	22
255000	641.227	22
256000	1167.32	22
257000	861.955	22
258000	1603.77	22
259000	2900.45	22
260000	606	22
261000	518.273	22
262000	323.136	22
263000	715.591	22
264000	641.773	22
265000	889.955	22
266000	1553.55	22
267000	525.818	22
268000	1059.86	22
269000	358.182	22
270000	164.182	22
271000	282.045	22
272000	477	22
273000	577.227	22
274000	440	22
275000	562.409	22
276000	443.682	22
277000	452.409	22
278000	1153.32	22
279000	781.864	22
280000	867.727	22
281000	728.909	22
282000	204.773	22
283000	398.955	22
284000	639.136	22
285000	247.773	22
286000	253.273	22
287000	1499.82	22
288000	706.955	22
289000	359.091	22
290000	561.5	22
291000	1080.91	22
292000	390.136	22
293000	162.909	22
294000	246.091	22
295000	298.409	22
296000	458.591	22
297000	222.227	22
298000	290.682	22
299000	637.227	22
300000	660.545	22
301000	679.591	22
302000	886.818	22
303000	1736.41	22
304000	752.045	22
305000	1009.68	22
306000	788.318	22
307000	904.091	22
308000	801.545	22
309000	875.636	22
310000	390.818	22
311000	1020.68	22
312000	432.318	22
313000	804.318	22
314000	449.5	22
315000	1525.86	22
316000	1174.77	22
317000	680.273	22
318000	1443.91	22
319000	674.591	22
320000	480.182	22
321000	220.727	22
322000	979.409	22
323000	293.318	22
324000	210.591	22
325000	793.591	22
326000	937.5	22
327000	480.864	22
328000	1196	22
329000	878.818	22
330000	373.455	22
331000	749.955	22
332000	426.136	22
333000	437.727	22
334000	332.909	22
335000	718.318	22
336000	401.045	22
337000	963.455	22
338000	677.227	22
339000	532.636	22
340000	300.045	22
341000	496.773	22
342000	455.5	22
343000	924.5	22
344000	780.273	22
345000	138.227	22
346000	447.318	22
347000	1090.27	22
348000	506.636	22
349000	496.182	22
350000	703	22
351000	1652.55	22
352000	545.955	22
353000	1068.41	22
354000	2228.41	22
355000	1704.55	22
356000	1268.05	22
357000	224.182	22
358000	679.364	22
359000	890.227	22
360000	570.455	22
361000	615.545	22
362000	906.545	22
363000	2043.73	22
364000	1220.23	22
365000	1640.77	22
366000	1914.05	22
367000	1214.09	22
368000	533.864	22
369000	894.045	22
370000	667.409	22
371000	347.864	22
372000	703.864	22
373000	1575.09	22
374000	1103.18	22
375000	528.818	22
376000	989.182	22
377000	771.273	22
378000	1169.68	22
379000	225	22
380000	414.182	22
381000	1282.32	22
382000	887.682	22
383000	366.455	22
384000	1549.91	22
385000	357.636	22
386000	774.318	22
387000	711.409	22
388000	1807.27	22
389000	1473.82	22
390000	1347.95	22
391000	521.955	22
392000	127.136	22
393000	168.636	22
394000	1290.45	22
395000	1662.5	22
396000	1412	22
397000	375	22
398000	1279.27	22
399000	1360.68	22
400000	316.364	22
401000	332.864	22
402000	687.545	22
403000	110.227	22
404000	1465.05	22
405000	628.909	22
406000	154.955	22
407000	608.318	22
408000	210	22
409000	111.955	22
410000	287.591	22
411000	627.5	22
412000	245.364	22
413000	1101.41	22
414000	461.091	22
415000	321.182	22
416000	581.045	22
417000	239.227	22
418000	460.045	22
419000	130.227	22
420000	286.545	22
421000	1262.36	22
422000	360.864	22
423000	607	22
424000	718.727	22
425000	421.182	22
426000	489.182	22
427000	297.045	22
428000	501.864	22
429000	67.5455	22
430000	304.773	22
431000	292.591	22
432000	322.591	22
433000	342.864	22
434000	579.682	22
435000	580.727	22
436000	498.955	22
437000	613.318	22
438000	301.591	22
439000	798.818	22
440000	299	22
441000	380.864	22
442000	360.182	22
443000	463.955	22
444000	1186.73	22
445000	437.727	22
446000	389.091	22
447000	242.727	22
448000	274.136	22
449000	95.0455	22
450000	378.318	22
451000	180.182	22
452000	333.227	22
453000	1335.86	22
454000	251.773	22
455000	415.5	22
456000	137.318	22
457000	1018.73	22
458000	116.045	22
459000	454.318	22
460000	463.364	22
461000	1724.41	22
462000	160.864	22
463000	478	22
464000	538.955	22
465000	293.409	22
466000	94.1818	22
467000	701.409	22
468000	568.455	22
469000	627.591	22
470000	861.5	22
471000	377.455	22
472000	276.682	22
473000	774	22
474000	332.545	22
475000	1071.14	22
