rel_bp	reads_sum	sites_n
-995	2083	9
-985	2305	6
-975	6039	12
-965	1334	7
-955	3526	11
-945	10964	12
-935	17433	13
-925	11850	11
-915	2023	9
-905	1812	7
-895	2012	7
-885	4633	13
-875	1735	14
-865	2987	8
-855	1588	5
-845	3635	8
-835	5352	14
-825	6555	13
-815	3400	7
-805	1852	10
-795	2503	8
-785	2108	7
-775	1331	9
-765	2786	12
-755	5834	12
-745	3197	10
-735	826	5
-725	5524	17
-715	6122	18
-705	4914	14
-695	2224	10
-685	484	4
-675	3781	13
-665	8344	12
-655	687	5
-645	7036	12
-635	764	7
-625	2177	12
-615	4775	11
-605	1765	9
-595	1407	9
-585	3729	11
-575	9363	16
-565	5658	13
-555	7845	13
-545	2049	11
-535	5325	16
-525	3972	17
-515	6342	21
-505	5031	17
-495	6184	17
-485	10885	32
-475	13907	28
-465	8056	15
-455	4783	17
-445	3934	17
-435	6051	15
-425	1719	9
-415	8034	21
-405	5009	21
-395	5724	16
-385	6677	22
-375	4863	23
-365	5099	25
-355	4940	22
-345	12468	21
-335	16904	20
-325	7872	26
-315	2371	14
-305	9580	28
-295	4834	21
-285	7264	30
-275	10953	31
-265	6901	24
-255	8247	23
-245	4945	21
-235	4464	20
-225	12416	22
-215	7001	25
-205	8387	23
-195	7419	22
-185	25177	30
-175	30325	26
-165	26553	43
-155	25095	65
-145	16658	47
-135	16139	52
-125	15397	56
-115	21800	56
-105	10659	28
-95	7433	9
-85	3552	7
-75	1435	6
-65	381	3
-55	529	6
-45	1833	9
-35	1890	13
-25	1767	15
-15	4161	26
-5	1018	12
5	12008	40
15	4012	32
25	5433	29
35	3159	19
45	4123	15
55	7089	28
65	14469	43
75	24841	67
85	24927	68
95	45330	92
105	24513	65
115	17411	56
125	29847	62
135	32454	51
145	20978	35
155	26804	39
165	18958	31
175	11072	38
185	12919	33
195	6114	29
205	11210	27
215	10474	22
225	14548	36
235	13376	32
245	8438	23
255	12916	31
265	9895	32
275	14199	32
285	15219	33
295	13981	28
305	8226	21
315	3377	13
325	9601	21
335	10972	19
345	24004	30
355	8014	21
365	9207	17
375	5482	19
385	8399	18
395	20792	23
405	32285	27
415	3978	14
425	8594	24
435	8283	22
445	3940	18
455	16537	27
465	8565	25
475	7025	28
485	5012	19
495	2298	10
505	706	5
515	3483	8
525	4763	13
535	1338	5
545	3584	12
555	11875	22
565	2782	10
575	1368	8
585	2108	10
595	6094	12
605	8693	21
615	1044	9
625	4716	18
635	2852	12
645	4497	14
655	5124	9
665	5122	18
675	5893	16
685	7649	16
695	7641	11
705	1312	6
715	2067	7
725	856	7
735	3393	8
745	1791	7
755	773	4
765	1416	7
775	1548	10
785	4113	11
795	2223	10
805	2105	9
815	1437	8
825	2131	6
835	1475	2
845	6199	11
855	9066	9
865	1853	7
875	6547	13
885	2835	4
895	3210	9
905	3131	15
915	1170	4
925	3627	7
935	3186	9
945	5551	15
955	3319	12
965	7756	17
975	5281	13
985	3452	12
995	1492	8
1005	20	1
