RDF,1
standard_name,common_name,type,chrom,start,stop,strand,coding_length,hits,reads,insertion_index,neighborhood_index,reads_ni,max_free_region,freedom_index,logit_fi,s_value,upstream_hits_100,hits_in_domains,reads_in_domains,domain_coverage,domain_ratio,bps_between_hits_in_feature,bps_between_hits_in_neihgborhood
GWK60_A00011,EPA19,ORF,CP048230.1,3287,16984,C,13698,0,0,0.0,0.0,0.0,13698,1.0,1.0,-24.605941648626345,0,0,0,0,0.0,9999,2546.8
GWK60_A00033,EPA24,ORF,CP048230.1,26433,28541,C,2109,1,254,0.000474158368895211,0.4972905236063131,0.6367897378264492,1328,0.6296823138928402,0.6296823106685077,-16.611588211767486,0,0,0,0,0.0,2109.0,1048.7857142857142
GWK60_A00055,GWK60_A00055,ORF,CP048230.1,32665,33504,C,840,1,1,0.0011904761904761906,0.3863467261904762,0.0007460681454405431,565,0.6726190476190477,0.6715033064163113,-23.605941648626345,0,0,0,0,0.0,840.0,324.53125
GWK60_A00077,GWK60_A00077,ORF,CP048230.1,34115,36385,C,2271,0,0,0.0,0.0,0.0,2271,1.0,0.9999999989866457,-24.605941648626345,0,0,0,0,0.0,9999,267.75
GWK60_A00099,GWK60_A00099,ORF,CP048230.1,36888,39068,W,2181,0,0,0.0,0.0,0.0,2181,1.0,0.9999999975075509,-24.605941648626345,0,0,0,0,0.0,9999,235.37142857142857
GWK60_A00121,GWK60_A00121,ORF,CP048230.1,39869,42250,W,2382,3,2457,0.0012594458438287153,0.1412404628919797,0.1643191789535279,1625,0.6821998320738875,0.68219983184606,-13.342672448253683,2,0,0,0,0.0,794.0,112.14492753623189
GWK60_A00143,GWK60_A00143,ORF,CP048230.1,42544,43215,C,672,1,1,0.001488095238095238,0.11591117216117215,0.00015555013193649744,614,0.9136904761904762,0.9056167412458137,-23.605941648626345,1,0,0,0,0.0,672.0,77.8923076923077
GWK60_A00165,GWK60_A00165,ORF,CP048230.1,43698,44498,W,801,2,576,0.0024968789013732834,0.19125286939712458,0.07393239453475907,656,0.818976279650437,0.8169713598923884,-15.433514139980861,0,0,0,0,0.0,400.5,76.59677419354838
GWK60_A00187,GWK60_A00187,ORF,CP048230.1,44808,45404,C,597,0,0,0.0,0.0,0.0,597,1.0,0.9814761750367006,-24.605941648626345,1,0,0,0,0.0,9999,76.14516129032258
GWK60_A00209,GWK60_A00209,ORF,CP048230.1,45607,47136,W,1530,1,37,0.00065359477124183,0.05467128027681661,0.0027638277075382385,1484,0.9699346405228758,0.9699330163766263,-19.35801413518276,0,0,0,0,0.0,1530.0,83.6470588235294
GWK60_A00231,GWK60_A00231,ORF,CP048230.1,47685,48254,W,570,5,1740,0.008771929824561403,0.6975648075412412,0.3268047953028368,201,0.3526315789473684,0.34412362928955875,-13.840241160975244,0,0,0,0,0.0,114.0,79.5223880597015
