GWK60_A00121 , 1059
GWK60_A00143 , 411
GWK60_A00165 , 20
GWK60_A00209 , 1618
GWK60_A00231 , 2136
GWK60_A00253 , 6478
GWK60_A00275 , 9107
GWK60_A00341 , 3068
GWK60_A00363 , 2152
GWK60_A00385 , 214
GWK60_A00407 , 14747
GWK60_A00429 , 633
GWK60_A00451 , 52703
GWK60_A00473 , 2704
GWK60_A00495 , 1328
GWK60_A00517 , 388
GWK60_A00539 , 1604
GWK60_A00561 , 1779
GWK60_A00583 , 7890
GWK60_A00605 , 5087
GWK60_A00627 , 2656
GWK60_A00649 , 23830
GWK60_A00671 , 23081
GWK60_A00715 , 113
GWK60_A00759 , 1637
GWK60_A00781 , 302
GWK60_A00803 , 1694
GWK60_A00847 , 7177
GWK60_A00869 , 354
GWK60_A00891 , 51275
GWK60_A00913 , 14
GWK60_A00935 , 3412
GWK60_A00957 , 2699
GWK60_A00979 , 3839
GWK60_A01023 , 3122
GWK60_A01045 , 156
GWK60_A01067 , 600
GWK60_A01089 , 9163
GWK60_A01111 , 29800
GWK60_A01133 , 3293
GWK60_A01155 , 2989
GWK60_A01177 , 5787
GWK60_A01199 , 1668
GWK60_A01221 , 3550
GWK60_A01243 , 166
GWK60_A01265 , 2477
GWK60_A01309 , 1079
GWK60_A01331 , 75
GWK60_A01397 , 372
GWK60_A01419 , 3445
GWK60_A01441 , 24905
GWK60_A01463 , 342
GWK60_A01507 , 7315
GWK60_A01529 , 816
GWK60_A01573 , 245
GWK60_A01595 , 4622
GWK60_A01617 , 2886
GWK60_A01639 , 1656
GWK60_A01661 , 1697
GWK60_A01683 , 123
GWK60_A01705 , 1391
GWK60_A01793 , 309
GWK60_A01815 , 312
GWK60_A01859 , 13
GWK60_A01969 , 2077
GWK60_A01991 , 304
GWK60_A02035 , 1367
GWK60_A02057 , 2500
GWK60_A02079 , 10590
GWK60_A02101 , 277
GWK60_A02123 , 3735
GWK60_A02145 , 9
GWK60_A02167 , 265
GWK60_A02211 , 583
GWK60_A02233 , 593
GWK60_A02255 , 133
GWK60_A02277 , 3135
GWK60_A02299 , 519
GWK60_A02321 , 1174
GWK60_A02343 , 668
GWK60_A02365 , 459
GWK60_A02387 , 4373
GWK60_A02453 , 1
GWK60_A02475 , 20
GWK60_A02519 , 896
GWK60_A02673 , 545
GWK60_A02695 , 111
GWK60_A02805 , 146
GWK60_A02849 , 460
GWK60_A02915 , 4359
GWK60_A02937 , 8333
GWK60_A02981 , 100
GWK60_A03025 , 1903
GWK60_A03069 , 4674
GWK60_A03091 , 3148
GWK60_A03157 , 13
GWK60_A03179 , 21621
GWK60_A03201 , 952
GWK60_A03245 , 103
GWK60_A03289 , 411
GWK60_A03311 , 18
GWK60_A03377 , 8566
GWK60_A03421 , 117
GWK60_A03575 , 1312
GWK60_A03597 , 223
GWK60_A03619 , 5920
GWK60_A03663 , 23
GWK60_A03685 , 437
GWK60_A03751 , 737
GWK60_A03773 , 1388
GWK60_A03795 , 2583
GWK60_A03817 , 329
GWK60_A03971 , 2293
GWK60_A04037 , 252
GWK60_A04059 , 967
GWK60_A04125 , 1366
GWK60_A04147 , 1424
GWK60_A04169 , 7
GWK60_A04191 , 1144
GWK60_A04279 , 661
GWK60_A04301 , 1026
GWK60_A04367 , 563
GWK60_A04389 , 643
GWK60_A04477 , 75
GWK60_A04499 , 527
GWK60_A04543 , 133
GWK60_A04631 , 462
GWK60_A04675 , 2131
GWK60_A04697 , 1
GWK60_A00055 , 125
GWK60_A00077 , 36
GWK60_A00099 , 6
GWK60_A01001 , 2792
GWK60_A01375 , 282
GWK60_A01485 , 308
GWK60_A01837 , 32
GWK60_A01947 , 76
GWK60_A02629 , 1
GWK60_A02651 , 351
GWK60_A02739 , 183
GWK60_A03223 , 197
GWK60_A03355 , 1782
GWK60_A03487 , 45
GWK60_A03553 , 5
GWK60_A03729 , 1
GWK60_A03839 , 1038
GWK60_A03883 , 321
GWK60_A03949 , 457
GWK60_A04081 , 1267
GWK60_A04103 , 1
GWK60_A04213 , 1753
GWK60_A04257 , 934
GWK60_A04323 , 1091
GWK60_A04345 , 816
GWK60_A04455 , 39
GWK60_A04565 , 1
GWK60_B00121 , 1
GWK60_B00143 , 34
GWK60_B00165 , 213
GWK60_B00231 , 2
GWK60_B00297 , 192
GWK60_B00363 , 2851
GWK60_B00385 , 150
GWK60_B00495 , 41
GWK60_B00561 , 274
GWK60_B00605 , 642
GWK60_B00649 , 894
