GWK60_A00055 , 1
GWK60_A00121 , 2457
GWK60_A00143 , 1
GWK60_A00165 , 576
GWK60_A00209 , 37
GWK60_A00231 , 1740
GWK60_A00253 , 3572
GWK60_A00275 , 8216
GWK60_A00341 , 298
GWK60_A00363 , 2814
GWK60_A00385 , 1
GWK60_A00407 , 20540
GWK60_A00429 , 1103
GWK60_A00451 , 56148
GWK60_A00473 , 990
GWK60_A00495 , 27
GWK60_A00517 , 316
GWK60_A00539 , 29
GWK60_A00561 , 2023
GWK60_A00583 , 3698
GWK60_A00605 , 4696
GWK60_A00627 , 2958
GWK60_A00649 , 33619
GWK60_A00671 , 20693
GWK60_A00715 , 1
GWK60_A00759 , 1667
GWK60_A00781 , 495
GWK60_A00803 , 1594
GWK60_A00825 , 1
GWK60_A00847 , 382
GWK60_A00891 , 44734
GWK60_A00913 , 2326
GWK60_A00935 , 2390
GWK60_A00957 , 7973
GWK60_A00979 , 584
GWK60_A01023 , 3343
GWK60_A01067 , 575
GWK60_A01089 , 13078
GWK60_A01111 , 32672
GWK60_A01133 , 5967
GWK60_A01155 , 1841
GWK60_A01177 , 3242
GWK60_A01199 , 1012
GWK60_A01221 , 3350
GWK60_A01243 , 2070
GWK60_A01265 , 6628
GWK60_A01287 , 674
GWK60_A01397 , 1
GWK60_A01419 , 1635
GWK60_A01441 , 16404
GWK60_A01507 , 7865
GWK60_A01529 , 12
GWK60_A01595 , 2856
GWK60_A01617 , 1522
GWK60_A01639 , 7365
GWK60_A01661 , 738
GWK60_A01683 , 820
GWK60_A01837 , 765
GWK60_A01969 , 1772
GWK60_A02035 , 3773
GWK60_A02057 , 964
GWK60_A02079 , 12241
GWK60_A02101 , 147
GWK60_A02123 , 3883
GWK60_A02167 , 264
GWK60_A02233 , 1
GWK60_A02255 , 6
GWK60_A02299 , 88
GWK60_A02475 , 482
GWK60_A02585 , 813
GWK60_A02651 , 1060
GWK60_A02739 , 130
GWK60_A02915 , 6728
GWK60_A02937 , 5409
GWK60_A02981 , 14592
GWK60_A03069 , 5112
GWK60_A03179 , 12435
GWK60_A03245 , 433
GWK60_A03289 , 16
GWK60_A03311 , 39
GWK60_A03333 , 2
GWK60_A03355 , 1049
GWK60_A03377 , 9724
GWK60_A03685 , 1505
GWK60_A03795 , 1075
GWK60_A03817 , 229
GWK60_A04081 , 3659
GWK60_A04169 , 2174
GWK60_A04191 , 1991
GWK60_A04235 , 910
GWK60_A04279 , 298
GWK60_A04301 , 1047
GWK60_A04323 , 3906
GWK60_A04345 , 95
GWK60_A04367 , 595
GWK60_A04499 , 20
GWK60_A04609 , 1
GWK60_A04631 , 1490
GWK60_A04675 , 995
GWK60_A04697 , 896
GWK60_A00033 , 254
GWK60_A01045 , 659
GWK60_A01331 , 53
GWK60_A01463 , 3546
GWK60_A01573 , 171
GWK60_A01705 , 1070
GWK60_A01815 , 258
GWK60_A01859 , 61
GWK60_A01947 , 93
GWK60_A01991 , 282
GWK60_A02277 , 366
GWK60_A02387 , 3854
GWK60_A02673 , 2156
GWK60_A02695 , 550
GWK60_A02959 , 69
GWK60_A03003 , 917
GWK60_A03025 , 1
GWK60_A03201 , 1
GWK60_A03223 , 794
GWK60_A03421 , 845
GWK60_A03553 , 404
GWK60_A03619 , 700
GWK60_A03641 , 135
GWK60_A03729 , 76
GWK60_A03883 , 65
GWK60_A03905 , 1
GWK60_A03971 , 382
GWK60_A04015 , 963
GWK60_A04147 , 345
GWK60_A04213 , 1
GWK60_A04257 , 1
GWK60_B00143 , 1
GWK60_B00253 , 1119
GWK60_B00297 , 1119
GWK60_B00363 , 1071
GWK60_B00385 , 109
GWK60_B00473 , 368
GWK60_B00517 , 1563
GWK60_B00583 , 845
GWK60_B00605 , 628
GWK60_B00627 , 374
GWK60_B00671 , 105
GWK60_B00693 , 1560
GWK60_B00737 , 5784
GWK60_B00781 , 83
GWK60_B00803 , 1702
GWK60_B00847 , 895
GWK60_B00891 , 1297
GWK60_B00913 , 1249
GWK60_B00957 , 3754
GWK60_B01089 , 138
GWK60_B01133 , 800
GWK60_B01287 , 240
GWK60_B01309 , 68
GWK60_B01419 , 325
GWK60_B01507 , 1292
GWK60_B01529 , 1
GWK60_B01573 , 504
GWK60_B01595 , 1
GWK60_B01771 , 681
GWK60_B01815 , 3351
GWK60_B01837 , 1378
GWK60_B01859 , 517
GWK60_B01925 , 1114
GWK60_B01947 , 89
GWK60_B01969 , 633
GWK60_B01991 , 836
GWK60_B02057 , 44
GWK60_B02145 , 2056
GWK60_B02167 , 26
GWK60_B02233 , 4097
GWK60_B02277 , 6127
GWK60_B02321 , 18692
GWK60_B02409 , 4154
GWK60_B02431 , 2895
GWK60_B02475 , 975
GWK60_B02585 , 93
GWK60_B02695 , 613
GWK60_B02717 , 36476
GWK60_B02739 , 485
GWK60_B02761 , 1286
GWK60_B02783 , 10592
GWK60_B02805 , 324
GWK60_B02827 , 10213
GWK60_B02849 , 1974
GWK60_B02871 , 10877
GWK60_B02893 , 1
GWK60_B02915 , 1404
GWK60_B02937 , 2335
GWK60_B02959 , 715
GWK60_B03003 , 28
GWK60_B03025 , 746
GWK60_B03091 , 107
GWK60_B03135 , 1667
GWK60_B03157 , 170
GWK60_B03223 , 2238
GWK60_B03245 , 5421
GWK60_B03267 , 1232
GWK60_B03333 , 10273
GWK60_B03355 , 21725
GWK60_B03377 , 1
GWK60_B03443 , 40
GWK60_B03509 , 49497
GWK60_B03531 , 31719
GWK60_B03641 , 77230
GWK60_B03663 , 21585
