GWK60_A00011 , 44
GWK60_A00121 , 2711
GWK60_A00143 , 1
GWK60_A00209 , 1758
GWK60_A00231 , 1997
GWK60_A00253 , 4257
GWK60_A00275 , 6219
GWK60_A00341 , 1890
GWK60_A00363 , 4285
GWK60_A00407 , 47216
GWK60_A00429 , 695
GWK60_A00451 , 29302
GWK60_A00473 , 674
GWK60_A00539 , 395
GWK60_A00561 , 455
GWK60_A00583 , 5356
GWK60_A00605 , 3599
GWK60_A00627 , 7858
GWK60_A00649 , 24565
GWK60_A00671 , 21857
GWK60_A00693 , 12
GWK60_A00715 , 4142
GWK60_A00759 , 103
GWK60_A00825 , 712
GWK60_A00847 , 284
GWK60_A00891 , 29863
GWK60_A00935 , 1976
GWK60_A00957 , 2474
GWK60_A00979 , 1879
GWK60_A01023 , 1664
GWK60_A01089 , 4396
GWK60_A01111 , 20548
GWK60_A01133 , 2341
GWK60_A01155 , 7090
GWK60_A01177 , 3346
GWK60_A01221 , 3003
GWK60_A01265 , 3045
GWK60_A01397 , 194
GWK60_A01419 , 1240
GWK60_A01441 , 19308
GWK60_A01463 , 2156
GWK60_A01507 , 2939
GWK60_A01529 , 255
GWK60_A01573 , 2
GWK60_A01595 , 965
GWK60_A01617 , 229
GWK60_A01639 , 1854
GWK60_A01683 , 314
GWK60_A01705 , 149
GWK60_A01903 , 516
GWK60_A01969 , 3449
GWK60_A02035 , 975
GWK60_A02057 , 57
GWK60_A02079 , 6300
GWK60_A02101 , 53
GWK60_A02123 , 2487
GWK60_A02167 , 281
GWK60_A02277 , 1735
GWK60_A02299 , 501
GWK60_A02321 , 1
GWK60_A02387 , 8738
GWK60_A02431 , 640
GWK60_A02475 , 1
GWK60_A02651 , 1740
GWK60_A02739 , 90
GWK60_A02915 , 27
GWK60_A02937 , 5499
GWK60_A02981 , 3964
GWK60_A03025 , 829
GWK60_A03069 , 628
GWK60_A03091 , 667
GWK60_A03179 , 13608
GWK60_A03223 , 204
GWK60_A03311 , 862
GWK60_A03377 , 2978
GWK60_A03575 , 3
GWK60_A03619 , 989
GWK60_A03685 , 357
GWK60_A03751 , 1
GWK60_A03795 , 1711
GWK60_A03817 , 503
GWK60_A04015 , 972
GWK60_A04037 , 286
GWK60_A04081 , 934
GWK60_A04147 , 1562
GWK60_A04169 , 2459
GWK60_A04213 , 1
GWK60_A04301 , 296
GWK60_A04323 , 551
GWK60_A04631 , 1497
GWK60_A04675 , 2210
GWK60_A04697 , 58
GWK60_A00319 , 630
GWK60_A00517 , 135
GWK60_A00803 , 1
GWK60_A00913 , 61
GWK60_A01045 , 1226
GWK60_A01067 , 333
GWK60_A01375 , 1
GWK60_A01727 , 2
GWK60_A01815 , 685
GWK60_A01837 , 126
GWK60_A01859 , 553
GWK60_A01947 , 139
GWK60_A02211 , 56
GWK60_A02453 , 285
GWK60_A02695 , 221
GWK60_A02959 , 8
GWK60_A03465 , 1
GWK60_A03553 , 41
GWK60_A03641 , 3
GWK60_A03707 , 403
GWK60_A03905 , 4
GWK60_A03971 , 239
GWK60_A04125 , 251
GWK60_A04191 , 154
GWK60_A04235 , 550
GWK60_A04345 , 741
GWK60_A04477 , 5
GWK60_A04565 , 960
GWK60_B00121 , 666
GWK60_B00253 , 1427
GWK60_B00363 , 916
GWK60_B00473 , 25
GWK60_B00517 , 581
GWK60_B00605 , 261
GWK60_B00693 , 207
GWK60_B00737 , 4715
GWK60_B00759 , 4549
GWK60_B00803 , 797
GWK60_B00847 , 586
GWK60_B00913 , 8201
GWK60_B01089 , 1001
GWK60_B01111 , 55
GWK60_B01221 , 3
GWK60_B01287 , 738
GWK60_B01309 , 1
GWK60_B01331 , 474
GWK60_B01419 , 67
GWK60_B01441 , 3
GWK60_B01507 , 1571
GWK60_B01705 , 228
GWK60_B01771 , 190
GWK60_B01815 , 2524
GWK60_B01859 , 765
GWK60_B01925 , 179
GWK60_B01947 , 1314
GWK60_B01969 , 154
GWK60_B01991 , 911
GWK60_B02057 , 149
GWK60_B02145 , 987
GWK60_B02211 , 2028
GWK60_B02277 , 954
