rel_bp	reads_sum	sites_n
-995	25	14
-985	28	13
-975	21	14
-965	13	8
-955	17	11
-945	17	13
-935	37	13
-925	22	16
-915	19	16
-905	10	9
-895	24	16
-885	17	11
-875	27	11
-865	32	17
-855	15	9
-845	25	17
-835	25	17
-825	44	20
-815	30	17
-805	31	19
-795	14	13
-785	19	15
-775	14	10
-765	12	9
-755	16	9
-745	39	21
-735	26	16
-725	16	12
-715	18	12
-705	20	13
-695	35	20
-685	19	14
-675	17	12
-665	25	16
-655	21	15
-645	22	18
-635	18	13
-625	25	19
-615	19	14
-605	8	7
-595	22	19
-585	22	12
-575	23	15
-565	14	12
-555	21	14
-545	17	14
-535	11	9
-525	19	16
-515	24	17
-505	15	13
-495	20	14
-485	20	17
-475	24	18
-465	10	10
-455	11	11
-445	10	9
-435	18	13
-425	12	10
-415	17	13
-405	15	13
-395	17	15
-385	6	6
-375	19	14
-365	15	10
-355	11	7
-345	16	13
-335	21	11
-325	8	7
-315	29	20
-305	17	10
-295	18	16
-285	11	10
-275	14	11
-265	21	16
-255	21	14
-245	26	15
-235	14	11
-225	20	13
-215	26	21
-205	20	14
-195	39	21
-185	26	17
-175	10	8
-165	30	23
-155	28	20
-145	21	17
-135	21	9
-125	16	11
-115	33	22
-105	22	15
-95	11	10
-85	15	13
-75	16	12
-65	23	15
-55	23	14
-45	26	20
-35	29	22
-25	29	21
-15	23	16
-5	12	10
5	15	10
15	29	21
25	15	14
35	32	29
45	35	27
55	39	28
65	29	25
75	21	20
85	42	32
95	38	27
105	28	20
115	35	28
125	46	31
135	47	40
145	334	46
155	40	27
165	41	32
175	41	30
185	25	23
195	34	28
205	43	35
215	51	35
225	43	30
235	37	29
245	52	31
255	51	36
265	31	19
275	46	35
285	33	27
295	30	20
305	32	24
315	41	30
325	25	20
335	24	21
345	34	24
355	44	27
365	25	15
375	39	28
385	24	18
395	17	13
405	42	16
415	17	16
425	33	27
435	17	16
445	24	16
455	18	15
465	20	17
475	20	18
485	41	23
495	21	17
505	23	17
515	33	19
525	38	22
535	25	20
545	25	18
555	18	13
565	18	14
575	23	17
585	22	13
595	22	19
605	30	19
615	7	6
625	15	9
635	26	19
645	22	16
655	14	11
665	13	11
675	16	10
685	29	19
695	21	17
705	19	15
715	16	8
725	11	9
735	12	9
745	12	10
755	15	12
765	16	11
775	20	13
785	18	14
795	7	6
805	15	12
815	22	17
825	10	8
835	13	8
845	15	12
855	18	11
865	16	9
875	9	7
885	7	6
895	11	9
905	12	11
915	13	10
925	21	12
935	5	3
945	16	13
955	9	7
965	5	5
975	12	8
985	9	7
995	7	6
