rel_bp	reads_sum	sites_n
-995	4201	10
-985	2	1
-975	3880	4
-965	2001	3
-955	2425	3
-945	5585	9
-935	6884	8
-925	10573	8
-915	1005	6
-905	1500	2
-895	513	1
-885	3420	3
-875	5189	4
-865	487	2
-855	2915	3
-845	3530	3
-835	83	4
-825	4238	5
-815	4438	3
-805	626	3
-795	773	2
-785	462	3
-775	981	4
-765	858	3
-755	5441	8
-745	5347	4
-735	2964	6
-725	3450	6
-715	5667	6
-705	1300	7
-695	2626	5
-675	1995	6
-665	6100	4
-655	1551	7
-645	7740	7
-635	384	1
-625	6688	5
-615	400	5
-605	2888	3
-585	8301	6
-575	3370	8
-565	2542	4
-555	5303	6
-545	1043	4
-535	1949	5
-525	3435	8
-515	1205	5
-505	4247	8
-495	1172	4
-485	3696	11
-475	5476	10
-465	4860	8
-455	3810	11
-445	1402	5
-435	4366	9
-425	3424	6
-415	7240	8
-405	9104	12
-395	5526	8
-385	5752	10
-375	646	6
-365	741	7
-355	10167	12
-345	11825	9
-335	5307	7
-325	1750	9
-315	1877	6
-305	4154	9
-295	6337	13
-285	5696	10
-275	4268	8
-265	4446	12
-255	6264	10
-245	3388	6
-235	2497	6
-225	9828	7
-215	3958	8
-205	12283	13
-195	7729	10
-185	28689	13
-175	18904	15
-165	20555	18
-155	15846	21
-145	14789	19
-135	7826	20
-125	15934	23
-115	10897	20
-105	5972	14
-95	7882	5
-85	18	1
-75	2155	5
-65	484	2
-55	3097	5
-45	1383	2
-35	3609	2
-25	1606	5
-15	8092	15
-5	517	3
5	6984	12
15	5133	12
25	3378	7
35	4656	5
45	1140	4
55	2445	10
65	9276	17
75	15067	27
85	25560	36
95	43236	58
105	12517	26
115	18764	33
125	16034	29
135	23438	23
145	14312	22
155	15260	17
165	10284	14
175	8658	15
185	6726	15
195	5426	8
205	13190	16
215	11540	15
225	9733	15
235	4664	10
245	6408	9
255	10871	13
265	11804	15
275	11745	17
285	3323	8
295	5068	12
305	5694	10
315	3434	4
325	1817	4
335	13798	13
345	9234	9
355	6833	13
365	6095	11
375	4382	6
385	8553	9
395	4988	7
405	19438	11
415	4673	10
425	4435	11
435	3182	7
445	3625	5
455	4596	11
465	782	7
475	6210	11
485	7293	9
495	5108	6
505	2720	3
515	5819	5
525	2979	3
535	2105	2
545	1620	4
555	6626	9
565	972	2
575	1851	1
585	247	2
595	3797	7
605	5317	9
615	1829	4
625	252	4
635	4551	4
645	2188	1
655	4532	6
665	1600	3
675	2401	7
685	6114	6
695	4421	8
715	757	2
725	3811	3
735	3505	2
745	449	2
755	1306	1
765	340	2
775	282	3
785	540	5
795	3989	9
805	2429	5
815	503	4
825	4364	3
835	2968	5
845	2289	8
855	5883	7
865	1354	3
875	1289	3
885	321	3
895	4679	6
905	1266	2
915	408	1
925	3402	6
935	173	1
945	35	2
955	3356	4
965	6788	8
975	1012	4
985	2268	4
995	2035	4
