rel_bp	reads_sum	sites_n
-995	17	15
-985	22	17
-975	19	11
-965	7	6
-955	20	16
-945	19	16
-935	33	23
-925	30	22
-915	30	20
-905	24	13
-895	22	19
-885	26	20
-875	21	15
-865	35	21
-855	25	18
-845	25	19
-835	22	19
-825	22	18
-815	28	21
-805	31	27
-795	29	24
-785	35	25
-775	35	29
-765	30	26
-755	36	28
-745	26	21
-735	33	24
-725	31	24
-715	40	30
-705	30	26
-695	29	19
-685	37	28
-675	51	36
-665	26	24
-655	43	33
-645	41	30
-635	51	37
-625	66	43
-615	55	44
-605	33	28
-595	53	42
-585	40	36
-575	54	40
-565	55	35
-555	44	38
-545	54	40
-535	43	37
-525	60	44
-515	67	50
-505	57	47
-495	55	44
-485	78	50
-475	65	35
-465	85	64
-455	56	47
-445	73	51
-435	92	60
-425	64	51
-415	74	56
-405	95	77
-395	90	68
-385	70	60
-375	70	53
-365	78	55
-355	80	60
-345	108	75
-335	65	56
-325	94	74
-315	93	76
-305	74	54
-295	90	68
-285	95	75
-275	102	80
-265	86	66
-255	64	61
-245	103	78
-235	92	68
-225	108	84
-215	102	78
-205	99	81
-195	77	63
-185	118	89
-175	97	84
-165	96	76
-155	78	64
-145	78	57
-135	101	71
-125	92	67
-115	105	84
-105	78	60
-95	50	41
-85	53	43
-75	69	38
-65	35	29
-55	40	33
-45	27	24
-35	26	17
-25	29	22
-15	34	23
-5	9	8
5	25	17
15	20	18
25	10	9
35	17	15
45	19	17
55	23	17
65	20	16
75	14	14
85	27	22
95	28	22
105	30	19
115	14	14
125	18	15
135	25	19
145	14	10
155	20	17
165	23	19
175	31	24
185	34	26
195	30	16
205	16	14
215	22	15
225	24	18
235	26	21
245	20	17
255	26	21
265	26	20
275	18	16
285	16	15
295	20	14
305	25	20
315	24	18
325	26	16
335	19	16
345	24	19
355	18	14
365	24	19
375	31	19
385	18	13
395	31	21
405	26	22
415	11	11
425	28	17
435	28	21
445	24	18
455	14	12
465	21	17
475	16	14
485	9	9
495	15	12
505	22	16
515	22	14
525	16	14
535	9	7
545	14	10
555	22	13
565	19	15
575	11	9
585	17	16
595	14	11
605	11	10
615	8	7
625	14	10
635	11	11
645	15	14
655	10	6
665	11	9
675	19	12
685	14	7
695	15	11
705	17	15
715	20	14
725	20	15
735	18	14
745	25	19
755	10	10
765	9	8
775	8	6
785	10	7
795	8	8
805	10	9
815	9	9
825	8	6
835	14	9
845	14	10
855	9	8
865	10	8
875	7	6
885	10	9
895	8	7
905	5	5
915	9	8
925	6	5
935	8	5
945	14	12
955	13	8
965	12	9
975	5	5
985	6	6
995	11	10
1005	5	3
