Standard name,Common name,Type,Sc ortholog,Sc ortholog gene name,Sc SGDID,Essential in Sc,Sc synthetic lethals,Sc fitness,Hits,Reads,Length,Insertion index,Neighborhood index,Reads NI,Max free region,Freedom index,Logit FI,Kornmann FI,Domain ratio,Hits in domains,Reads in domains,Domain coverage
GWK60_A00011,EPA19,ORF,,,,,,,0,0,13698,0.0,0.0,0.0,13698,1.0,1.0,0.0,0.0,0,0,0
GWK60_A00033,EPA24,ORF,,,,,,,0,0,2109,0.0,0.0,0.0,2109,1.0,0.9999999948794296,0.0,0.0,0,0,0
GWK60_A00055,GWK60_A00055,ORF,,,,,,,1,125,840,0.0011904761904761906,0.25756448412698413,0.06174138652664421,562,0.669047619047619,0.6679378021344546,0.0,0.0,0,0,0
GWK60_A00077,GWK60_A00077,ORF,YGL023C,PIB2,S000002991,,,0.8708,1,36,2271,0.00044033465433729633,0.07717064969376726,0.005890662184111152,2032,0.8947600176133862,0.8947600167066773,0.0,0.0,0,0,0
GWK60_A00099,GWK60_A00099,ORF,YGL022W,STT3,S000002990,,,,1,6,2181,0.0004585052728106373,0.06401977012566153,0.0008621043299027763,2081,0.9541494727189362,0.9541494703407672,0.0,0.0,0,0,0
GWK60_A00121,GWK60_A00121,ORF,YBL009W,ALK2,S000000105,,No,1.0150,5,1059,2382,0.0020990764063811922,0.15769566245221034,0.05559100825188982,1029,0.43198992443324935,0.43198992428898203,0.0,0.0,0,0,0
GWK60_A00143,GWK60_A00143,ORF,YGL020C,GET1,S000002988,,,0.9325,1,411,672,0.001488095238095238,0.07610329485329484,0.050238768341835494,649,0.9657738095238095,0.9572398453884904,0.0,0.0,0,0,0
GWK60_A00165,GWK60_A00165,ORF,YGL019W,CKB1,S000002987,,No,0.8682,1,20,801,0.0012484394506866417,0.06175873907615481,0.001926981051860197,712,0.8888888888888888,0.8867128174441776,0.0,0.0,0,0,0
GWK60_A00187,GWK60_A00187,ORF,YGL018C,JAC1,S000002986,,,,0,0,597,0.0,0.0,0.0,597,1.0,0.9814761750367006,0.0,0.0,0,0,0
GWK60_A00209,GWK60_A00209,ORF,YGL017W,ATE1,S000002985,,,1.0025,5,1618,1530,0.0032679738562091504,0.17873303167420815,0.09326107695085849,515,0.3366013071895425,0.33660074355388314,0.10886224188105922,0.0,0,0,0
GWK60_A00231,GWK60_A00231,ORF,YGL010W,MPO1,S000002978,,,1.0220,6,2136,570,0.010526315789473684,0.5392712550607287,0.3095596599486561,157,0.2754385964912281,0.2687930835744315,0.0,0.0,0,0,0
