Bin index,yH298-parent-pool1_normalized,yH298-parent-pool1_normalized rank
CP048230.1-0,0,1243
CP048230.1-1,0,1244
CP048230.1-2,2,1224
CP048230.1-3,46,517
CP048230.1-4,42,582
CP048230.1-5,97,144
CP048230.1-6,147,52
CP048230.1-7,210,19
CP048230.1-8,99,139
CP048230.1-9,195,27
CP048230.1-10,64,328
CP048230.1-11,29,813
CP048230.1-12,200,25
CP048230.1-13,92,156
CP048230.1-14,178,34
CP048230.1-15,67,303
CP048230.1-16,39,626
CP048230.1-17,68,297
CP048230.1-18,137,58
CP048230.1-19,84,186
CP048230.1-20,83,193
CP048230.1-21,16,1045
CP048230.1-22,6,1193
CP048230.1-23,64,329
CP048230.1-24,17,1026
CP048230.1-25,75,240
CP048230.1-26,86,175
CP048230.1-27,62,347
CP048230.1-28,34,695
CP048230.1-29,19,991
CP048230.1-30,4,1215
CP048230.1-31,13,1101
CP048230.1-32,50,455
CP048230.1-33,52,440
CP048230.1-34,66,309
CP048230.1-35,65,315
CP048230.1-36,24,904
CP048230.1-37,75,241
CP048230.1-38,32,728
CP048230.1-39,29,814
CP048230.1-40,32,729
CP048230.1-41,60,366
CP048230.1-42,38,638
CP048230.1-43,60,367
CP048230.1-44,84,187
CP048230.1-45,32,730
CP048230.1-46,57,392
CP048230.1-47,56,399
CP048230.1-48,65,316
CP048230.1-49,0,1245
CP048230.1-50,2,1225
CP048231.1-0,0,1246
CP048231.1-1,39,627
CP048231.1-2,33,707
CP048231.1-3,52,441
CP048231.1-4,48,477
CP048231.1-5,74,250
CP048231.1-6,56,400
CP048231.1-7,69,288
CP048231.1-8,36,663
CP048231.1-9,110,102
CP048231.1-10,47,495
CP048231.1-11,34,696
CP048231.1-12,13,1102
CP048231.1-13,19,992
CP048231.1-14,32,731
CP048231.1-15,30,779
CP048231.1-16,14,1077
CP048231.1-17,21,952
CP048231.1-18,32,732
CP048231.1-19,30,780
CP048231.1-20,30,781
CP048231.1-21,3,1222
CP048231.1-22,52,442
CP048231.1-23,121,73
CP048231.1-24,47,496
CP048231.1-25,74,251
CP048231.1-26,67,304
CP048231.1-27,99,140
CP048231.1-28,109,105
CP048231.1-29,164,41
CP048231.1-30,136,59
CP048231.1-31,44,543
CP048231.1-32,34,697
CP048231.1-33,27,849
CP048231.1-34,55,411
CP048231.1-35,171,37
CP048231.1-36,46,518
CP048231.1-37,119,81
CP048231.1-38,210,20
CP048231.1-39,81,200
CP048231.1-40,58,386
CP048231.1-41,111,98
CP048231.1-42,120,79
CP048231.1-43,111,99
CP048231.1-44,239,12
CP048231.1-45,204,23
CP048231.1-46,158,44
CP048231.1-47,194,28
CP048231.1-48,219,16
CP048231.1-49,15,1063
CP048231.1-50,0,1247
CP048231.1-51,5,1205
CP048232.1-0,1,1229
CP048232.1-1,15,1064
CP048232.1-2,27,850
CP048232.1-3,48,478
CP048232.1-4,37,655
CP048232.1-5,47,497
CP048232.1-6,46,519
CP048232.1-7,45,531
CP048232.1-8,40,608
CP048232.1-9,8,1174
CP048232.1-10,39,628
CP048232.1-11,38,639
CP048232.1-12,28,831
CP048232.1-13,28,832
CP048232.1-14,36,664
CP048232.1-15,30,782
CP048232.1-16,100,136
CP048232.1-17,15,1065
CP048232.1-18,80,209
CP048232.1-19,45,532
CP048232.1-20,16,1046
CP048232.1-21,43,563
CP048232.1-22,35,682
CP048232.1-23,85,182
CP048232.1-24,116,91
CP048232.1-25,26,860
CP048232.1-26,35,683
CP048232.1-27,61,360
CP048232.1-28,65,317
CP048232.1-29,43,564
CP048232.1-30,35,684
CP048232.1-31,112,95
CP048232.1-32,63,338
CP048232.1-33,48,479
CP048232.1-34,90,163
CP048232.1-35,43,565
CP048232.1-36,131,65
CP048232.1-37,147,53
CP048232.1-38,118,85
CP048232.1-39,136,60
CP048232.1-40,202,24
CP048232.1-41,235,13
CP048232.1-42,183,33
CP048232.1-43,309,3
CP048232.1-44,174,35
CP048232.1-45,186,32
CP048232.1-46,77,222
CP048232.1-47,156,45
CP048232.1-48,62,348
CP048232.1-49,49,465
CP048232.1-50,66,310
CP048232.1-51,30,783
CP048232.1-52,33,708
CP048232.1-53,18,1008
CP048233.1-0,1,1230
CP048233.1-1,17,1027
CP048233.1-2,49,466
CP048233.1-3,31,756
CP048233.1-4,12,1121
CP048233.1-5,68,298
CP048233.1-6,38,640
CP048233.1-7,50,456
CP048233.1-8,69,289
CP048233.1-9,124,72
CP048233.1-10,101,132
CP048233.1-11,9,1167
CP048233.1-12,51,446
CP048233.1-13,42,583
CP048233.1-14,30,784
CP048233.1-15,14,1078
CP048233.1-16,43,566
CP048233.1-17,14,1079
CP048233.1-18,85,183
CP048233.1-19,33,709
CP048233.1-20,12,1122
CP048233.1-21,29,815
CP048233.1-22,14,1080
CP048233.1-23,12,1123
CP048233.1-24,66,311
CP048233.1-25,19,993
CP048233.1-26,16,1047
CP048233.1-27,15,1066
CP048233.1-28,2,1226
CP048233.1-29,16,1048
CP048233.1-30,33,710
CP048233.1-31,18,1009
CP048233.1-32,7,1182
CP048233.1-33,29,816
CP048233.1-34,16,1049
CP048233.1-35,30,785
CP048233.1-36,14,1081
CP048233.1-37,18,1010
CP048233.1-38,49,467
CP048233.1-39,48,480
CP048233.1-40,45,533
CP048233.1-41,17,1028
CP048233.1-42,44,544
CP048233.1-43,34,698
CP048233.1-44,49,468
CP048233.1-45,34,699
CP048233.1-46,29,817
CP048233.1-47,62,349
CP048233.1-48,31,757
CP048233.1-49,77,223
CP048233.1-50,61,361
CP048233.1-51,47,498
CP048233.1-52,18,1011
CP048233.1-53,119,82
CP048233.1-54,95,147
CP048233.1-55,150,50
CP048233.1-56,77,224
CP048233.1-57,118,86
CP048233.1-58,111,100
CP048233.1-59,119,83
CP048233.1-60,168,40
CP048233.1-61,81,201
CP048233.1-62,93,151
CP048233.1-63,64,330
CP048233.1-64,207,22
CP048233.1-65,45,534
CP048233.1-66,152,47
CP048233.1-67,56,401
CP048233.1-68,107,112
CP048233.1-69,8,1175
CP048234.1-0,1,1231
CP048234.1-1,10,1149
CP048234.1-2,0,1248
CP048234.1-3,1,1232
CP048234.1-4,20,971
CP048234.1-5,24,905
CP048234.1-6,26,861
CP048234.1-7,24,906
CP048234.1-8,30,786
CP048234.1-9,31,758
CP048234.1-10,19,994
CP048234.1-11,28,833
CP048234.1-12,76,232
CP048234.1-13,71,278
CP048234.1-14,76,233
CP048234.1-15,36,665
CP048234.1-16,26,862
CP048234.1-17,35,685
CP048234.1-18,33,711
CP048234.1-19,93,152
CP048234.1-20,98,141
CP048234.1-21,69,290
CP048234.1-22,105,118
CP048234.1-23,299,4
CP048234.1-24,115,93
CP048234.1-25,139,55
CP048234.1-26,159,43
CP048234.1-27,107,113
CP048234.1-28,98,142
CP048234.1-29,91,160
CP048234.1-30,121,74
CP048234.1-31,138,57
CP048234.1-32,85,184
CP048234.1-33,78,217
CP048234.1-34,17,1029
CP048234.1-35,26,863
CP048234.1-36,121,75
CP048234.1-37,54,423
CP048234.1-38,48,481
CP048234.1-39,113,94
CP048234.1-40,20,972
CP048234.1-41,53,432
CP048234.1-42,30,787
CP048234.1-43,90,164
CP048234.1-44,129,67
CP048234.1-45,48,482
CP048234.1-46,70,286
CP048234.1-47,53,433
CP048234.1-48,36,666
CP048234.1-49,72,271
CP048234.1-50,77,225
CP048234.1-51,10,1150
CP048234.1-52,56,402
CP048234.1-53,38,641
CP048234.1-54,12,1124
CP048234.1-55,28,834
CP048234.1-56,55,412
CP048234.1-57,82,196
CP048234.1-58,78,218
CP048234.1-59,34,700
CP048234.1-60,14,1082
CP048234.1-61,53,434
CP048234.1-62,101,133
CP048234.1-63,55,413
CP048234.1-64,57,393
CP048234.1-65,49,469
CP048234.1-66,55,414
CP048234.1-67,25,879
CP048234.1-68,5,1206
CP048234.1-69,0,1249
CP048234.1-70,1,1233
CP048235.1-0,7,1183
CP048235.1-1,0,1250
CP048235.1-2,6,1194
CP048235.1-3,54,424
CP048235.1-4,87,174
CP048235.1-5,129,68
CP048235.1-6,7,1184
CP048235.1-7,72,272
CP048235.1-8,109,106
CP048235.1-9,38,642
CP048235.1-10,52,443
CP048235.1-11,32,733
CP048235.1-12,41,593
CP048235.1-13,36,667
CP048235.1-14,121,76
CP048235.1-15,59,374
CP048235.1-16,197,26
CP048235.1-17,19,995
CP048235.1-18,79,211
CP048235.1-19,102,126
CP048235.1-20,112,96
CP048235.1-21,31,759
CP048235.1-22,46,520
CP048235.1-23,130,66
CP048235.1-24,310,2
CP048235.1-25,153,46
CP048235.1-26,65,318
CP048235.1-27,105,119
CP048235.1-28,39,629
CP048235.1-29,47,499
CP048235.1-30,117,90
CP048235.1-31,34,701
CP048235.1-32,30,788
CP048235.1-33,45,535
CP048235.1-34,64,331
CP048235.1-35,73,258
CP048235.1-36,27,851
CP048235.1-37,89,169
CP048235.1-38,14,1083
CP048235.1-39,25,880
CP048235.1-40,24,907
CP048235.1-41,34,702
CP048235.1-42,48,483
CP048235.1-43,134,62
CP048235.1-44,10,1151
CP048235.1-45,26,864
CP048235.1-46,62,350
CP048235.1-47,89,170
CP048235.1-48,73,259
CP048235.1-49,36,668
CP048235.1-50,78,219
CP048235.1-51,32,734
CP048235.1-52,10,1152
CP048235.1-53,76,234
CP048235.1-54,20,973
CP048235.1-55,65,319
CP048235.1-56,15,1067
CP048235.1-57,23,923
CP048235.1-58,26,865
CP048235.1-59,16,1050
CP048235.1-60,75,242
CP048235.1-61,66,312
CP048235.1-62,53,435
CP048235.1-63,41,594
CP048235.1-64,33,712
CP048235.1-65,6,1195
CP048235.1-66,17,1030
CP048235.1-67,10,1153
CP048235.1-68,28,835
CP048235.1-69,54,425
CP048235.1-70,73,260
CP048235.1-71,16,1051
CP048235.1-72,22,938
CP048235.1-73,36,669
CP048235.1-74,60,368
CP048235.1-75,104,122
CP048235.1-76,25,881
CP048235.1-77,25,882
CP048235.1-78,12,1125
CP048235.1-79,28,836
CP048235.1-80,44,545
CP048235.1-81,53,436
CP048235.1-82,36,670
CP048235.1-83,36,671
CP048235.1-84,24,908
CP048235.1-85,15,1068
CP048235.1-86,55,415
CP048235.1-87,21,953
CP048235.1-88,80,210
CP048235.1-89,43,567
CP048235.1-90,86,176
CP048235.1-91,41,595
CP048235.1-92,33,713
CP048235.1-93,5,1207
CP048236.1-0,6,1196
CP048236.1-1,0,1251
CP048236.1-2,8,1176
CP048236.1-3,90,165
CP048236.1-4,134,63
CP048236.1-5,244,11
CP048236.1-6,44,546
CP048236.1-7,82,197
CP048236.1-8,171,38
CP048236.1-9,134,64
CP048236.1-10,41,596
CP048236.1-11,139,56
CP048236.1-12,127,69
CP048236.1-13,86,177
CP048236.1-14,67,305
CP048236.1-15,62,351
CP048236.1-16,102,127
CP048236.1-17,44,547
CP048236.1-18,17,1031
CP048236.1-19,68,299
CP048236.1-20,95,148
CP048236.1-21,20,974
CP048236.1-22,26,866
CP048236.1-23,65,320
CP048236.1-24,20,975
CP048236.1-25,30,789
CP048236.1-26,51,447
CP048236.1-27,73,261
CP048236.1-28,93,153
CP048236.1-29,47,500
CP048236.1-30,13,1103
CP048236.1-31,60,369
CP048236.1-32,33,714
CP048236.1-33,40,609
CP048236.1-34,4,1216
CP048236.1-35,26,867
CP048236.1-36,55,416
CP048236.1-37,32,735
CP048236.1-38,46,521
CP048236.1-39,83,194
CP048236.1-40,15,1069
CP048236.1-41,20,976
CP048236.1-42,41,597
CP048236.1-43,21,954
CP048236.1-44,45,536
CP048236.1-45,11,1138
CP048236.1-46,20,977
CP048236.1-47,107,114
CP048236.1-48,18,1012
CP048236.1-49,18,1013
CP048236.1-50,27,852
CP048236.1-51,77,226
CP048236.1-52,25,883
CP048236.1-53,43,568
CP048236.1-54,31,760
CP048236.1-55,47,501
CP048236.1-56,34,703
CP048236.1-57,73,262
CP048236.1-58,42,584
CP048236.1-59,44,548
CP048236.1-60,51,448
CP048236.1-61,6,1197
CP048236.1-62,25,884
CP048236.1-63,60,370
CP048236.1-64,71,279
CP048236.1-65,19,996
CP048236.1-66,38,643
CP048236.1-67,30,790
CP048236.1-68,13,1104
CP048236.1-69,19,997
CP048236.1-70,84,188
CP048236.1-71,23,924
CP048236.1-72,20,978
CP048236.1-73,46,522
CP048236.1-74,42,585
CP048236.1-75,10,1154
CP048236.1-76,10,1155
CP048236.1-77,47,502
CP048236.1-78,28,837
CP048236.1-79,35,686
CP048236.1-80,6,1198
CP048236.1-81,23,925
CP048236.1-82,61,362
CP048236.1-83,30,791
CP048236.1-84,48,484
CP048236.1-85,1,1234
CP048236.1-86,41,598
CP048236.1-87,56,403
CP048236.1-88,35,687
CP048236.1-89,43,569
CP048236.1-90,21,955
CP048236.1-91,31,761
CP048236.1-92,62,352
CP048236.1-93,61,363
CP048236.1-94,28,838
CP048236.1-95,12,1126
CP048236.1-96,50,457
CP048236.1-97,8,1177
CP048236.1-98,70,287
CP048236.1-99,12,1127
CP048236.1-100,5,1208
CP048237.1-0,1,1235
CP048237.1-1,0,1252
CP048237.1-2,44,549
CP048237.1-3,48,485
CP048237.1-4,48,486
CP048237.1-5,30,792
CP048237.1-6,17,1032
CP048237.1-7,75,243
CP048237.1-8,44,550
CP048237.1-9,21,956
CP048237.1-10,24,909
CP048237.1-11,35,688
CP048237.1-12,25,885
CP048237.1-13,31,762
CP048237.1-14,29,818
CP048237.1-15,11,1139
CP048237.1-16,13,1105
CP048237.1-17,22,939
CP048237.1-18,40,610
CP048237.1-19,43,570
CP048237.1-20,24,910
CP048237.1-21,32,736
CP048237.1-22,31,763
CP048237.1-23,29,819
CP048237.1-24,67,306
CP048237.1-25,36,672
CP048237.1-26,10,1156
CP048237.1-27,12,1128
CP048237.1-28,30,793
CP048237.1-29,20,979
CP048237.1-30,5,1209
CP048237.1-31,13,1106
CP048237.1-32,56,404
CP048237.1-33,21,957
CP048237.1-34,47,503
CP048237.1-35,39,630
CP048237.1-36,30,794
CP048237.1-37,13,1107
CP048237.1-38,82,198
CP048237.1-39,65,321
CP048237.1-40,81,202
CP048237.1-41,14,1084
CP048237.1-42,23,926
CP048237.1-43,24,911
CP048237.1-44,36,673
CP048237.1-45,9,1168
CP048237.1-46,30,795
CP048237.1-47,30,796
CP048237.1-48,56,405
CP048237.1-49,32,737
CP048237.1-50,2,1227
CP048237.1-51,79,212
CP048237.1-52,23,927
CP048237.1-53,29,820
CP048237.1-54,75,244
CP048237.1-55,41,599
CP048237.1-56,7,1185
CP048237.1-57,56,406
CP048237.1-58,21,958
CP048237.1-59,5,1210
CP048237.1-60,50,458
CP048237.1-61,56,407
CP048237.1-62,26,868
CP048237.1-63,34,704
CP048237.1-64,72,273
CP048237.1-65,38,644
CP048237.1-66,32,738
CP048237.1-67,36,674
CP048237.1-68,43,571
CP048237.1-69,40,611
CP048237.1-70,31,764
CP048237.1-71,29,821
CP048237.1-72,12,1129
CP048237.1-73,109,107
CP048237.1-74,40,612
CP048237.1-75,63,339
CP048237.1-76,18,1014
CP048237.1-77,16,1052
CP048237.1-78,41,600
CP048237.1-79,44,551
CP048237.1-80,26,869
CP048237.1-81,73,263
CP048237.1-82,94,149
CP048237.1-83,71,280
CP048237.1-84,32,739
CP048237.1-85,106,117
CP048237.1-86,121,77
CP048237.1-87,101,134
CP048237.1-88,73,264
CP048237.1-89,42,586
CP048237.1-90,90,166
CP048237.1-91,187,31
CP048237.1-92,86,178
CP048237.1-93,59,375
CP048237.1-94,60,371
CP048237.1-95,233,14
CP048237.1-96,81,203
CP048237.1-97,372,1
CP048237.1-98,161,42
CP048237.1-99,298,5
CP048237.1-100,64,332
CP048237.1-101,56,408
CP048237.1-102,63,340
CP048237.1-103,49,470
CP048237.1-104,71,281
CP048237.1-105,29,822
CP048238.1-0,5,1211
CP048238.1-1,0,1253
CP048238.1-2,36,675
CP048238.1-3,32,740
CP048238.1-4,88,172
CP048238.1-5,43,572
CP048238.1-6,77,227
CP048238.1-7,63,341
CP048238.1-8,52,444
CP048238.1-9,16,1053
CP048238.1-10,40,613
CP048238.1-11,54,426
CP048238.1-12,62,353
CP048238.1-13,44,552
CP048238.1-14,36,676
CP048238.1-15,97,145
CP048238.1-16,48,487
CP048238.1-17,107,115
CP048238.1-18,82,199
CP048238.1-19,77,228
CP048238.1-20,44,553
CP048238.1-21,20,980
CP048238.1-22,32,741
CP048238.1-23,13,1108
CP048238.1-24,28,839
CP048238.1-25,51,449
CP048238.1-26,39,631
CP048238.1-27,98,143
CP048238.1-28,56,409
CP048238.1-29,109,108
CP048238.1-30,13,1109
CP048238.1-31,105,120
CP048238.1-32,74,252
CP048238.1-33,68,300
CP048238.1-34,33,715
CP048238.1-35,121,78
CP048238.1-36,93,154
CP048238.1-37,72,274
CP048238.1-38,67,307
CP048238.1-39,247,9
CP048238.1-40,188,30
CP048238.1-41,40,614
CP048238.1-42,40,615
CP048238.1-43,85,185
CP048238.1-44,263,8
CP048238.1-45,102,128
CP048238.1-46,26,870
CP048238.1-47,58,387
CP048238.1-48,91,161
CP048238.1-49,42,587
CP048238.1-50,38,645
CP048238.1-51,62,354
CP048238.1-52,23,928
CP048238.1-53,76,235
CP048238.1-54,86,179
CP048238.1-55,73,265
CP048238.1-56,44,554
CP048238.1-57,76,236
CP048238.1-58,0,1254
CP048238.1-59,31,765
CP048238.1-60,71,282
CP048238.1-61,0,1255
CP048238.1-62,13,1110
CP048238.1-63,8,1178
CP048238.1-64,13,1111
CP048238.1-65,3,1223
CP048238.1-66,27,853
CP048238.1-67,44,555
CP048238.1-68,97,146
CP048238.1-69,25,886
CP048238.1-70,90,167
CP048238.1-71,89,171
CP048238.1-72,45,537
CP048238.1-73,42,588
CP048238.1-74,0,1256
CP048238.1-75,1,1236
CP048239.1-0,2,1228
CP048239.1-1,0,1257
CP048239.1-2,21,959
CP048239.1-3,84,189
CP048239.1-4,41,601
CP048239.1-5,69,291
CP048239.1-6,84,190
CP048239.1-7,9,1169
CP048239.1-8,59,376
CP048239.1-9,14,1085
CP048239.1-10,76,237
CP048239.1-11,16,1054
CP048239.1-12,35,689
CP048239.1-13,25,887
CP048239.1-14,33,716
CP048239.1-15,102,129
CP048239.1-16,74,253
CP048239.1-17,152,48
CP048239.1-18,105,121
CP048239.1-19,48,488
CP048239.1-20,59,377
CP048239.1-21,46,523
CP048239.1-22,111,101
CP048239.1-23,288,6
CP048239.1-24,210,21
CP048239.1-25,77,229
CP048239.1-26,45,538
CP048239.1-27,136,61
CP048239.1-28,118,87
CP048239.1-29,74,254
CP048239.1-30,88,173
CP048239.1-31,78,220
CP048239.1-32,24,912
CP048239.1-33,68,301
CP048239.1-34,32,742
CP048239.1-35,46,524
CP048239.1-36,35,690
CP048239.1-37,11,1140
CP048239.1-38,46,525
CP048239.1-39,51,450
CP048239.1-40,64,333
CP048239.1-41,68,302
CP048239.1-42,54,427
CP048239.1-43,16,1055
CP048239.1-44,46,526
CP048239.1-45,20,981
CP048239.1-46,20,982
CP048239.1-47,12,1130
CP048239.1-48,24,913
CP048239.1-49,32,743
CP048239.1-50,30,797
CP048239.1-51,18,1015
CP048239.1-52,1,1237
CP048239.1-53,16,1056
CP048239.1-54,24,914
CP048239.1-55,44,556
CP048239.1-56,10,1157
CP048239.1-57,14,1086
CP048239.1-58,11,1141
CP048239.1-59,47,504
CP048239.1-60,54,428
CP048239.1-61,60,372
CP048239.1-62,43,573
CP048239.1-63,4,1217
CP048239.1-64,38,646
CP048239.1-65,63,342
CP048239.1-66,26,871
CP048239.1-67,21,960
CP048239.1-68,33,717
CP048239.1-69,15,1070
CP048239.1-70,25,888
CP048239.1-71,40,616
CP048239.1-72,59,378
CP048239.1-73,62,355
CP048239.1-74,16,1057
CP048239.1-75,30,798
CP048239.1-76,49,471
CP048239.1-77,30,799
CP048239.1-78,20,983
CP048239.1-79,17,1033
CP048239.1-80,14,1087
CP048239.1-81,18,1016
CP048239.1-82,7,1186
CP048239.1-83,13,1112
CP048239.1-84,36,677
CP048239.1-85,10,1158
CP048239.1-86,47,505
CP048239.1-87,50,459
CP048239.1-88,22,940
CP048239.1-89,26,872
CP048239.1-90,27,854
CP048239.1-91,23,929
CP048239.1-92,11,1142
CP048239.1-93,22,941
CP048239.1-94,50,460
CP048239.1-95,71,283
CP048239.1-96,25,889
CP048239.1-97,8,1179
CP048239.1-98,17,1034
CP048239.1-99,21,961
CP048239.1-100,47,506
CP048239.1-101,58,388
CP048239.1-102,25,890
CP048239.1-103,29,823
CP048239.1-104,14,1088
CP048239.1-105,32,744
CP048239.1-106,40,617
CP048239.1-107,12,1131
CP048239.1-108,14,1089
CP048239.1-109,15,1071
CP048239.1-110,20,984
CP048239.1-111,24,915
CP048239.1-112,42,589
CP048239.1-113,33,718
CP048239.1-114,28,840
CP048239.1-115,18,1017
CP048239.1-116,30,800
CP048239.1-117,35,691
CP048239.1-118,57,394
CP048239.1-119,54,429
CP048239.1-120,18,1018
CP048239.1-121,14,1090
CP048239.1-122,1,1238
CP048239.1-123,0,1258
CP048239.1-124,4,1218
CP048240.1-0,0,1259
CP048240.1-1,1,1239
CP048240.1-2,53,437
CP048240.1-3,92,157
CP048240.1-4,47,507
CP048240.1-5,8,1180
CP048240.1-6,57,395
CP048240.1-7,84,191
CP048240.1-8,39,632
CP048240.1-9,42,590
CP048240.1-10,19,998
CP048240.1-11,40,618
CP048240.1-12,29,824
CP048240.1-13,26,873
CP048240.1-14,81,204
CP048240.1-15,47,508
CP048240.1-16,54,430
CP048240.1-17,48,489
CP048240.1-18,75,245
CP048240.1-19,118,88
CP048240.1-20,49,472
CP048240.1-21,45,539
CP048240.1-22,55,417
CP048240.1-23,69,292
CP048240.1-24,127,70
CP048240.1-25,220,15
CP048240.1-26,214,18
CP048240.1-27,247,10
CP048240.1-28,151,49
CP048240.1-29,172,36
CP048240.1-30,79,213
CP048240.1-31,86,180
CP048240.1-32,73,266
CP048240.1-33,69,293
CP048240.1-34,109,109
CP048240.1-35,16,1058
CP048240.1-36,33,719
CP048240.1-37,79,214
CP048240.1-38,75,246
CP048240.1-39,81,205
CP048240.1-40,120,80
CP048240.1-41,59,379
CP048240.1-42,45,540
CP048240.1-43,38,647
CP048240.1-44,48,490
CP048240.1-45,63,343
CP048240.1-46,41,602
CP048240.1-47,50,461
CP048240.1-48,58,389
CP048240.1-49,28,841
CP048240.1-50,45,541
CP048240.1-51,33,720
CP048240.1-52,37,656
CP048240.1-53,47,509
CP048240.1-54,7,1187
CP048240.1-55,23,930
CP048240.1-56,90,168
CP048240.1-57,76,238
CP048240.1-58,58,390
CP048240.1-59,25,891
CP048240.1-60,38,648
CP048240.1-61,59,380
CP048240.1-62,12,1132
CP048240.1-63,23,931
CP048240.1-64,22,942
CP048240.1-65,39,633
CP048240.1-66,12,1133
CP048240.1-67,39,634
CP048240.1-68,28,842
CP048240.1-69,30,801
CP048240.1-70,12,1134
CP048240.1-71,48,491
CP048240.1-72,119,84
CP048240.1-73,63,344
CP048240.1-74,63,345
CP048240.1-75,19,999
CP048240.1-76,36,678
CP048240.1-77,75,247
CP048240.1-78,30,802
CP048240.1-79,16,1059
CP048240.1-80,18,1019
CP048240.1-81,30,803
CP048240.1-82,23,932
CP048240.1-83,10,1159
CP048240.1-84,43,574
CP048240.1-85,18,1020
CP048240.1-86,37,657
CP048240.1-87,44,557
CP048240.1-88,107,116
CP048240.1-89,48,492
CP048240.1-90,13,1113
CP048240.1-91,48,493
CP048240.1-92,17,1035
CP048240.1-93,55,418
CP048240.1-94,14,1091
CP048240.1-95,30,804
CP048240.1-96,11,1143
CP048240.1-97,32,745
CP048240.1-98,22,943
CP048240.1-99,30,805
CP048240.1-100,14,1092
CP048240.1-101,11,1144
CP048240.1-102,14,1093
CP048240.1-103,26,874
CP048240.1-104,50,462
CP048240.1-105,32,746
CP048240.1-106,74,255
CP048240.1-107,64,334
CP048240.1-108,5,1212
CP048240.1-109,23,933
CP048240.1-110,21,962
CP048240.1-111,66,313
CP048240.1-112,40,619
CP048240.1-113,22,944
CP048240.1-114,15,1072
CP048240.1-115,72,275
CP048240.1-116,19,1000
CP048240.1-117,64,335
CP048240.1-118,46,527
CP048240.1-119,29,825
CP048240.1-120,63,346
CP048240.1-121,21,963
CP048240.1-122,28,843
CP048240.1-123,25,892
CP048240.1-124,25,893
CP048240.1-125,19,1001
CP048240.1-126,78,221
CP048240.1-127,65,322
CP048240.1-128,22,945
CP048240.1-129,60,373
CP048240.1-130,7,1188
CP048241.1-0,6,1199
CP048241.1-1,16,1060
CP048241.1-2,75,248
CP048241.1-3,37,658
CP048241.1-4,49,473
CP048241.1-5,59,381
CP048241.1-6,21,964
CP048241.1-7,72,276
CP048241.1-8,17,1036
CP048241.1-9,79,215
CP048241.1-10,25,894
CP048241.1-11,92,158
CP048241.1-12,17,1037
CP048241.1-13,12,1135
CP048241.1-14,23,934
CP048241.1-15,39,635
CP048241.1-16,25,895
CP048241.1-17,14,1094
CP048241.1-18,92,159
CP048241.1-19,8,1181
CP048241.1-20,5,1213
CP048241.1-21,13,1114
CP048241.1-22,103,125
CP048241.1-23,6,1200
CP048241.1-24,20,985
CP048241.1-25,14,1095
CP048241.1-26,9,1170
CP048241.1-27,28,844
CP048241.1-28,16,1061
CP048241.1-29,32,747
CP048241.1-30,15,1073
CP048241.1-31,7,1189
CP048241.1-32,18,1021
CP048241.1-33,33,721
CP048241.1-34,17,1038
CP048241.1-35,73,267
CP048241.1-36,32,748
CP048241.1-37,53,438
CP048241.1-38,57,396
CP048241.1-39,34,705
CP048241.1-40,43,575
CP048241.1-41,10,1160
CP048241.1-42,29,826
CP048241.1-43,28,845
CP048241.1-44,40,620
CP048241.1-45,58,391
CP048241.1-46,71,284
CP048241.1-47,77,230
CP048241.1-48,42,591
CP048241.1-49,62,356
CP048241.1-50,57,397
CP048241.1-51,40,621
CP048241.1-52,15,1074
CP048241.1-53,6,1201
CP048241.1-54,48,494
CP048241.1-55,34,706
CP048241.1-56,27,855
CP048241.1-57,55,419
CP048241.1-58,46,528
CP048241.1-59,19,1002
CP048241.1-60,21,965
CP048241.1-61,62,357
CP048241.1-62,31,766
CP048241.1-63,24,916
CP048241.1-64,36,679
CP048241.1-65,43,576
CP048241.1-66,65,323
CP048241.1-67,47,510
CP048241.1-68,66,314
CP048241.1-69,76,239
CP048241.1-70,25,896
CP048241.1-71,19,1003
CP048241.1-72,30,806
CP048241.1-73,32,749
CP048241.1-74,44,558
CP048241.1-75,54,431
CP048241.1-76,41,603
CP048241.1-77,26,875
CP048241.1-78,64,336
CP048241.1-79,86,181
CP048241.1-80,6,1202
CP048241.1-81,31,767
CP048241.1-82,20,986
CP048241.1-83,47,511
CP048241.1-84,43,577
CP048241.1-85,73,268
CP048241.1-86,33,722
CP048241.1-87,25,897
