bin_start_bp	mean_reads_across_arms	n_arms
0	4568	22
1000	5606.14	22
2000	8622.45	22
3000	3006.05	22
4000	7095.23	22
5000	6800.95	22
6000	4910.95	22
7000	4283.91	22
8000	2507.91	22
9000	5191.68	22
10000	3467.23	22
11000	1829.95	22
12000	2439.32	22
13000	4062.45	22
14000	2991.55	22
15000	2795	22
16000	4255.73	22
17000	4704.18	22
18000	6302.55	22
19000	2701.82	22
20000	3106.41	22
21000	4560.09	22
22000	3801.5	22
23000	5643.09	22
24000	2132.86	22
25000	2298.55	22
26000	3063.09	22
27000	2636.18	22
28000	5143.18	22
29000	2800.27	22
30000	6149.82	22
31000	4127.05	22
32000	2670.86	22
33000	1949.95	22
34000	3294.64	22
35000	2883.59	22
36000	2778.55	22
37000	3721.09	22
38000	1784.59	22
39000	1245.45	22
40000	2786.41	22
41000	1835.36	22
42000	6256.36	22
43000	3349.18	22
44000	1382.05	22
45000	3841.86	22
46000	1411.23	22
47000	1981.5	22
48000	2900.77	22
49000	2610.77	22
50000	3195.59	22
51000	1231.14	22
52000	1998	22
53000	3678.45	22
54000	2276.05	22
55000	1673.64	22
56000	1497.14	22
57000	1190.45	22
58000	1626.82	22
59000	1574	22
60000	2617.18	22
61000	3109.27	22
62000	2626.68	22
63000	2319.14	22
64000	2701.82	22
65000	2591.95	22
66000	1670.27	22
67000	2192.95	22
68000	1970.55	22
69000	2103.45	22
70000	891.455	22
71000	2980.23	22
72000	3379.05	22
73000	1534.91	22
74000	1074	22
75000	768.455	22
76000	820.455	22
77000	494.5	22
78000	931.318	22
79000	1348.91	22
80000	1914.64	22
81000	5567.14	22
82000	4010.27	22
83000	3522.64	22
84000	1645.86	22
85000	3343.91	22
86000	2365.64	22
87000	1822.18	22
88000	925.091	22
89000	1284.45	22
90000	1135.59	22
91000	2649.18	22
92000	1005	22
93000	1006.59	22
94000	1396.23	22
95000	305.545	22
96000	957.045	22
97000	716.273	22
98000	1991.18	22
99000	4246.14	22
100000	1370.73	22
101000	1485.27	22
102000	1359.82	22
103000	607.182	22
104000	1362.95	22
105000	1407.32	22
106000	290.591	22
107000	399.545	22
108000	2226.5	22
109000	2662.18	22
110000	1578.59	22
111000	861.818	22
112000	940.182	22
113000	1984.41	22
114000	2020.09	22
115000	677.591	22
116000	1688.18	22
117000	1459.36	22
118000	1593.05	22
119000	1298.55	22
120000	1146.23	22
121000	765.5	22
122000	902.227	22
123000	934.364	22
124000	262.682	22
125000	1721.73	22
126000	142.318	22
127000	1713.27	22
128000	1234.95	22
129000	1143.32	22
130000	568.955	22
131000	511.182	22
132000	851.045	22
133000	1122.5	22
134000	571.227	22
135000	274.455	22
136000	1251.59	22
137000	1400.18	22
138000	587.273	22
139000	842.909	22
140000	1838.91	22
141000	448.091	22
142000	433.545	22
143000	676.818	22
144000	896.909	22
145000	740.818	22
146000	295.773	22
147000	537.636	22
148000	1159.91	22
149000	1156	22
150000	1955.77	22
151000	679.955	22
152000	1261.27	22
153000	1175.27	22
154000	2416.32	22
155000	924.227	22
156000	1117.09	22
157000	1677.09	22
158000	1132.73	22
159000	612.682	22
160000	612.591	22
161000	739.727	22
162000	1068.09	22
163000	1278.45	22
164000	1825.09	22
165000	795	22
166000	813	22
167000	2426.27	22
168000	1233.73	22
169000	1448.91	22
170000	1555.91	22
171000	559.182	22
172000	919.409	22
173000	993.364	22
174000	1896.45	22
175000	2917.95	22
176000	2730.64	22
177000	1150.05	22
178000	663.136	22
179000	1610.68	22
180000	888.091	22
181000	654.273	22
182000	1710.59	22
183000	767.273	22
184000	1485.64	22
185000	1008.45	22
186000	1197.73	22
187000	1177.36	22
188000	658.727	22
189000	1495.86	22
190000	1628.14	22
191000	554.136	22
192000	577.045	22
193000	856.682	22
194000	2184.5	22
195000	714.727	22
196000	1742.59	22
197000	1086.64	22
198000	862.455	22
199000	615.955	22
200000	888.682	22
201000	1487.09	22
202000	467	22
203000	2283.14	22
204000	1194.36	22
205000	737.409	22
206000	478.318	22
207000	651.318	22
208000	734.273	22
209000	525.227	22
210000	669.909	22
211000	1572.18	22
212000	479.409	22
213000	773	22
214000	881.636	22
215000	1532.59	22
216000	840.864	22
217000	551.136	22
218000	607.182	22
219000	411.227	22
220000	1913.68	22
221000	967.091	22
222000	390.909	22
223000	698.818	22
224000	341.364	22
225000	841.591	22
226000	423.545	22
227000	370.955	22
228000	324.818	22
229000	421.455	22
230000	836.682	22
231000	100.909	22
232000	609.273	22
233000	1257.32	22
234000	479.909	22
235000	543.818	22
236000	1479.86	22
237000	508.727	22
238000	246.136	22
239000	732.773	22
240000	1559.45	22
241000	640.591	22
242000	524.182	22
243000	111.091	22
244000	153.273	22
245000	491.773	22
246000	340.455	22
247000	812.409	22
248000	1372.27	22
249000	761.182	22
250000	333.545	22
251000	591.5	22
252000	570.864	22
253000	595.091	22
254000	1237.64	22
255000	645.227	22
256000	793.409	22
257000	985.318	22
258000	2263.14	22
259000	2724.86	22
260000	669.818	22
261000	875.091	22
262000	187.818	22
263000	938.409	22
264000	281.364	22
265000	675.682	22
266000	725.455	22
267000	1017.18	22
268000	527.864	22
269000	277.045	22
270000	539	22
271000	300.682	22
272000	271.182	22
273000	677.364	22
274000	727.955	22
275000	497.364	22
276000	104.045	22
277000	607.318	22
278000	811.682	22
279000	470.682	22
280000	426.545	22
281000	694.773	22
282000	306.091	22
283000	186	22
284000	365.545	22
285000	41.7727	22
286000	702.727	22
287000	2251.36	22
288000	221.727	22
289000	906.773	22
290000	534.818	22
291000	891.318	22
292000	736.227	22
293000	76.7273	22
294000	125.727	22
295000	213.5	22
296000	84.4091	22
297000	162.773	22
298000	297.045	22
299000	202.955	22
300000	187	22
301000	364.727	22
302000	576.045	22
303000	1371.64	22
304000	375.545	22
305000	535.364	22
306000	596.682	22
307000	473.318	22
308000	520.5	22
309000	585.045	22
310000	647.409	22
311000	481.182	22
312000	434.136	22
313000	921.182	22
314000	328.455	22
315000	1733.05	22
316000	776.455	22
317000	833.864	22
318000	1340.82	22
319000	796.727	22
320000	376.955	22
321000	219.545	22
322000	489.045	22
323000	144.636	22
324000	110.455	22
325000	655.091	22
326000	498.091	22
327000	413.545	22
328000	602.136	22
329000	726.591	22
330000	605.136	22
331000	195.091	22
332000	691.636	22
333000	495	22
334000	158.636	22
335000	342.136	22
336000	400.227	22
337000	563.864	22
