rel_bp	reads_sum	sites_n
-975	1	1
-955	1	1
-945	3	1
-935	3	1
-925	6	4
-915	1	1
-905	1	1
-895	2	2
-875	1	1
-855	2	2
-825	1	1
-815	3	3
-805	1	1
-775	2	1
-735	2	1
-725	2	1
-715	2	2
-705	1	1
-695	2	2
-685	2	1
-675	1	1
-665	9	4
-645	1	1
-625	1	1
-595	3	1
-585	2	2
-575	3	2
-565	2	2
-555	4	2
-535	2	2
-525	3	3
-515	7	5
-495	3	3
-485	5	3
-475	5	3
-465	4	2
-455	1	1
-445	1	1
-435	1	1
-425	1	1
-415	3	2
-405	5	4
-395	1	1
-375	2	2
-365	2	1
-355	1	1
-345	11	7
-335	7	5
-325	9	7
-305	2	2
-295	1	1
-285	2	2
-275	6	5
-265	1	1
-255	1	1
-235	1	1
-225	5	2
-215	3	3
-185	6	4
-175	12	6
-165	3	3
-155	11	8
-145	5	4
-135	8	6
-125	6	5
-115	5	5
-105	11	8
-95	3	1
-85	1	1
-65	1	1
-25	1	1
-15	5	5
5	3	3
15	3	3
25	2	2
35	3	2
55	1	1
65	3	3
75	8	7
85	15	11
95	8	8
105	5	4
115	10	5
125	6	4
135	8	6
145	10	7
155	2	2
165	6	3
175	3	3
185	2	2
195	4	4
205	2	2
215	8	5
225	5	4
235	3	3
245	1	1
255	5	5
265	7	6
275	8	4
285	6	4
295	5	3
305	2	2
315	2	2
325	4	3
335	9	4
345	2	1
355	4	2
375	1	1
385	7	4
395	5	2
405	3	2
415	4	4
425	3	2
435	2	1
445	1	1
455	4	1
465	3	3
475	1	1
495	1	1
545	4	3
555	2	1
565	1	1
585	1	1
595	3	2
605	3	2
615	2	2
625	1	1
635	1	1
655	1	1
675	4	1
695	3	3
715	1	1
735	5	2
755	1	1
785	3	2
795	2	2
815	1	1
845	3	2
855	4	3
865	1	1
885	1	1
895	3	3
905	1	1
915	2	2
925	4	4
935	2	2
945	2	2
955	3	3
965	3	2
985	2	2
