RDF,1
standard_name,common_name,type,chrom,start,stop,strand,coding_length,hits,reads,insertion_index,neighborhood_index,reads_ni,max_free_region,freedom_index,logit_fi,s_value,upstream_hits_100,hits_in_domains,reads_in_domains,domain_coverage,domain_ratio,bps_between_hits_in_feature,bps_between_hits_in_neihgborhood
GWK60_A00011,EPA19,ORF,CP048230.1,3287,16984,C,13698,0,0,0.0,0,0,13698,1.0,1.0,-13.021327032624374,0,0,0,0,0.0,9999,9999
GWK60_A00033,EPA24,ORF,CP048230.1,26433,28541,C,2109,0,0,0.0,0.0,0.0,2109,1.0,0.9999999948794296,-13.021327032624374,0,0,0,0,0.0,9999,7341.5
GWK60_A00055,GWK60_A00055,ORF,CP048230.1,32665,33504,C,840,0,0,0.0,0.0,0.0,840,1.0,0.9983411989198255,-13.021327032624374,0,0,0,0,0.0,9999,1298.125
GWK60_A00077,GWK60_A00077,ORF,CP048230.1,34115,36385,C,2271,0,0,0.0,0.0,0.0,2271,1.0,0.9999999989866457,-13.021327032624374,0,0,0,0,0.0,9999,1204.875
GWK60_A00099,GWK60_A00099,ORF,CP048230.1,36888,39068,W,2181,0,0,0.0,0.0,0.0,2181,1.0,0.9999999975075509,-13.021327032624374,0,0,0,0,0.0,9999,1029.75
GWK60_A00121,GWK60_A00121,ORF,CP048230.1,39869,42250,W,2382,0,0,0.0,0.0,0.0,2382,1.0,0.99999999966604,-13.021327032624374,0,0,0,0,0.0,9999,773.8
GWK60_A00143,GWK60_A00143,ORF,CP048230.1,42544,43215,C,672,0,0,0.0,0.0,0.0,672,1.0,0.9911635995393923,-13.021327032624374,0,0,0,0,0.0,9999,562.5555555555555
GWK60_A00165,GWK60_A00165,ORF,CP048230.1,43698,44498,W,801,0,0,0.0,0.0,0.0,801,1.0,0.9975519196246999,-13.021327032624374,0,0,0,0,0.0,9999,527.6666666666666
GWK60_A00187,GWK60_A00187,ORF,CP048230.1,44808,45404,C,597,0,0,0.0,0.0,0.0,597,1.0,0.9814761750367006,-13.021327032624374,0,0,0,0,0.0,9999,590.125
GWK60_A00209,GWK60_A00209,ORF,CP048230.1,45607,47136,W,1530,0,0,0.0,0.0,0.0,1530,1.0,0.9999983255095944,-13.021327032624374,0,0,0,0,0.0,9999,711.0
